Scientific name,Extinction date 
Sphyrapicus thyroideus,2019
Andigena laminirostris,2019
Hydrobates castro,2019
Aratinga weddellii,2019
Cyanopsitta spixii,2000
Pyrrhura lucianii,2019
Bubo philippensis,2019
Apteryx mantelli,2019
Accipiter brevipes,2019
Accipiter trinotatus,2019
Aquila spilogaster,2019
Circaetus fasciolatus,2019
Leucopternis kuhli,2019
Melanitta deglandi,2019
Aegotheles crinifrons,2019
Caprimulgus concretus,2019
Uropsalis lyra,2019
Veles binotatus,2019
Heliodoxa jacula,2019
Mellisuga helenae,2019
Actenoides hombroni,2019
Actenoides monachus,2019
Alcedo quadribrachys,2019
Lacedo melanops,2019
Tanysiptera sylvia,2019
Todiramphus funebris,2019
Meropogon forsteni,2019
Centropus goliath,2019
Coccyzus lansbergi,2019
Coccyzus vieilloti,2019
Falco mexicanus,2019
Falco moluccensis,2019
Agelastes meleagrides,2019
Odontophorus columbianus,2019
Arborophila atrogularis,2019
Arborophila rufogularis,2019
Iduna opaca,2019
Aegithina viridissima,2019
Mirafra cordofanica,2019
Mirafra fasciolata,2019
Pinarocorys nigricans,2019
Ramphocoris clotbey,2019
Spizocorys conirostris,2019
Spizocorys fringillaris,2019
Callaeas wilsoni,2019
Coracina leucopygia,2019
Edolisoma ceramense,2019
Cyanocompsa parellina,2019
Granatellus venustus,2019
Chloropsis media,2019
Chloropsis venusta,2019
Eremomela scotops,2019
Eremomela usticollis,2019
Corvus violaceus,2019
Cyanopica cooki,2019
Dicrurus densus,2019
Emberiza sahari,2019
Coccopygia quartinia,2019
Estrilda rhodopyga,2019
Carpodacus thura,2019
Crithagra leucopygia,2019
Crithagra scotops,2019
Asthenes flammulata,2019
Campylorhamphus procurvoides,2019
Xiphorhynchus beauperthuysii,2019
Xiphorhynchus guttatoides,2019
Cecropis semirufa,2019
Delichon dasypus,2019
Hirundo atrocaerulea,2019
Hirundo dimidiata,2019
Petrochelidon spilodera,2019
Pseudhirundo griseopyga,2019
Ptyonoprogne obsoleta,2019
Tachycineta meyeni,2019
Hypocolius ampelinus,2019
Agelaius assimilis,2019
Icterus auratus,2019
Icterus prosthemelas,2019
Leistes defilippii,2019
Alcippe pyrrhoptera,2019
Garrulax palliatus,2019
Buettikoferella bivittata,2019
Schoenicola brevirostris,2019
Melitograis gilolensis,2019
Menura alberti,2019
Alethe diademata,2019
Chamaetylas poliocephala,2019
Cossypha cyanocampter,2019
Myrmecocichla aethiops,2019
Tychaedon signata,2019
Oriolus forsteni,2019
Oriolus melanotis,2019
Pitohui dichrous,2019
Pachycephala jacquinoti,2019
Pachycephala phaionota,2019
Pseudorectes ferrugineus,2019
Cicinnurus respublica,2019
Lophorina victoriae,2019
Baeolophus atricristatus,2019
Baeolophus wollweberi,2019
Machlolophus spilonotus,2019
Basileuterus hypoleucus,2019
Basileuterus lachrymosus,2019
Amphispiza bilineata,2019
Arremonops conirostris,2019
Artemisiospiza belli,2019
Melozone kieneri,2019
Carpospiza brachydactyla,2019
Gymnoris dentata,2019
Malacocincla perspicillata,2019
Ptilocichla leucogrammica,2019
Turdinus atrigularis,2019
Drymodes superciliaris,2019
Peneoenanthe pulverulenta,2019
Phylloscopus ruficapilla,2019
Heterocercus linteatus,2019
Hydrornis schwaneri,2019
Pitta nympha,2019
Batis molitor,2019
Platysteira peltata,2019
Anaplectes rubriceps,2019
Foudia eminentissima,2019
Ploceus badius,2019
Chlamydera cerviniventris,2019
Phyllastrephus icterinus,2019
Anthoscopus punctifrons,2019
Auriparus flaviceps,2019
Tesia superciliaris,2019
Sitta leucopsis,2019
Gracula venerata,2019
Teretistris fernandinae,2019
Biatas nigropectus,2019
Gymnocichla nudiceps,2019
Sporophila morelleti,2019
Sporophila torqueola,2019
Tangara glaucocolpa,2019
Tangara guttata,2019
Tangara heinei,2019
Tangara preciosa,2019
Tangara vitriolina,2019
Mixornis bornensis,2019
Mixornis flavicollis,2019
Catharus aurantiirostris,2019
Cichlopsis leucogenys,2019
Myadestes elisabeth,2019
Turdus amaurochalinus,2019
Turdus assimilis,2019
Turdus mandarinus,2019
Turdus pelios,2019
Turdus smithi,2019
Zoothera heinei,2019
Contopus bogotensis,2019
Todirostrum chrysocrotaphum,2019
Prionops caniceps,2019
Xenopirostris xenopirostris,2019
Vireo gundlachii,2019
Zosterops chloris,2019
Zosterops citrinella,2019
Zosterops meyeni,2019
Zosterops senegalensis,2019
Zosterops virens,2019
Balaeniceps rex,2019
Malacoptila mystacalis,2019
Monasa flavirostris,2019
Prodotiscus regulus,2019
Pogoniulus bilineatus,2019
Pogoniulus scolopaceus,2019
Stactolaema leucotis,2019
Colaptes atricollis,2019
Dendrocopos analis,2019
Dendropicos spodocephalus,2019
Leuconotopicus albolarvatus,2019
Eclectus cornelia,2019
Eos cyanogenia,2019
Eos semilarvata,2019
Trichoglossus forsteni,2019
Trichoglossus rubiginosus,2019
Syrrhaptes tibetanus,2019
Ciccaba albitarsis,2019
Ciccaba virgata,2019
Megascops albogularis,2019
Ninox jacquinoti,2019
Ninox squamipila,2019
Scotopelia peli,2019
Phalacrocorax capillatus,2019
Rhaphidura leucopygialis,2019
Antrostomus sericocaudatus,2019
Uropsalis segmentata,2019
Glareola nuchalis,2019
Thalasseus elegans,2019
Ptilinopus temminckii,2019
Trugon terrestris,2019
Centropus chlororhynchos,2019
Neomorphus rufipennis,2019
Coturnix japonica,2019
Heliopais personatus,2019
Rallus indicus,2019
Acrocephalus dumetorum,2019
Cinclosoma castaneothorax,2019
Prinia erythroptera,2019
Cyanolyca pumilo,2019
Nucifraga multipunctata,2019
Pipreola formosa,2019
Dicrurus modestus,2019
Euphonia minuta,2019
Drymornis bridgesii,2019
Drymotoxeres pucheranii,2019
Lepidocolaptes lacrymiger,2019
Lepidocolaptes souleyetii,2019
Thripadectes flammulatus,2019
Cecropis hyperythra,2019
Hirundo albigularis,2019
Cacicus oseryi,2019
Cyornis magnirostris,2019
Cyornis umbratilis,2019
Pachycephala orpheus,2019
Periparus rufonuchalis,2019
Myioborus castaneocapilla,2019
Pellorneum fuscocapillus,2019
Trichastoma celebense,2019
Phylloscopus grammiceps,2019
Phylloscopus trivirgatus,2019
Malimbus scutatus,2019
Onychognathus fulgidus,2019
Microrhopias quixensis,2019
Diglossa major,2019
Saltator olivascens,2019
Sporophila castaneiventris,2019
Tangara callophrys,2019
Troglodytes rufulus,2019
Muscisaxicola alpinus,2019
Myiopagis cotta,2019
Platalea minor,2019
Micromonacha lanceolata,2019
Galbula chalcocephala,2019
Galbula cyanescens,2019
Campethera cailliautii,2019
Colaptes campestroides,2019
Dendrocopos assimilis,2019
Dendrocopos atratus,2019
Melanerpes lewis,2019
Melanerpes pucherani,2019
Picoides temminckii,2019
Picus guerini,2019
Phoebastria nigripes,2019
Chalcopsitta cardinalis,2019
Poicephalus gulielmi,2019
Poicephalus rueppellii,2019
Psittacula calthrapae,2019
Aegolius harrisii,2019
Otus hartlaubi,2019
Otus rutilus,2019
Accipiter rufitorques,2019
Buteo solitarius,2019
Circus approximans,2019
Horizocerus albocristatus,2019
Aerodramus leucophaeus,2019
Aerodramus salangana,2019
Aerodramus spodiopygius,2019
Cypseloides fumigatus,2019
Nyctipolus nigrescens,2019
Aglaeactis castelnaudii,2019
Campylopterus hyperythrus,2019
Coeligena eos,2019
Heliangelus mavors,2019
Charadrius veredus,2019
Rhinoptilus bitorquatus,2019
Onychoprion lunatus,2019
Limnodromus semipalmatus,2019
Prosobonia parvirostris,2019
Ciconia microscelis,2019
Chalcophaps longirostris,2019
Ducula aurorae,2019
Ducula latrans,2019
Ptilinopus coralensis,2019
Ptilinopus fasciatus,2019
Ptilinopus perousii,2019
Ceyx melanurus,2019
Corythornis nais,2019
Dactylortyx thoracicus,2019
Fulica alai,2019
Micropygia schomburgkii,2019
Lalage maculosa,2019
Emberiza sulphurata,2019
Erythrura cyaneovirens,2019
Eophona personata,2019
Philydor pyrrhodes,2019
Petrochelidon rufocollaris,2019
Icterus auricapillus,2019
Icterus maculialatus,2019
Laniarius leucorhynchus,2019
Melithreptus albogularis,2019
Melithreptus chloropsis,2019
Myzomela jugularis,2019
Myiagra albiventris,2019
Pachycephala flavifrons,2019
Sittiparus varius,2019
Atlapetes personatus,2019
Chlorospingus canigularis,2019
Petroica pusilla,2019
Euplectes albonotatus,2019
Euplectes nigroventris,2019
Ploceus sanctithomae,2019
Quelea erythrops,2019
Prunella rubida,2019
Rhipidura nebulosa,2019
Aplonis atrifusca,2019
Stachyris leucotis,2019
Catharus minimus,2019
Turdus nudigenis,2019
Turdus olivater,2019
Attila bolivianus,2019
Zosterops lugubris,2019
Ardea plumifera,2019
Pseudobulweria rostrata,2019
Pterodroma brevipes,2019
Forpus conspicillatus,2019
Prosopeia personata,2019
Prosopeia splendens,2019
Megascops watsonii,2019
Otus sagittatus,2019
Buteo albonotatus,2019
Chondrohierax wilsonii,2019
Circus spilonotus,2019
Pseudastur polionotus,2019
Somateria fischeri,2019
Tachornis phoenicobia,2019
Caprimulgus jotaka,2019
Boissonneaua matthewsii,2019
Calliphlox mitchellii,2019
Coeligena conradii,2019
Cynanthus doubledayi,2019
Doryfera johannae,2019
Doryfera ludovicae,2019
Eriocnemis luciani,2019
Eulidia yarrellii,2019
Eutoxeres aquila,2019
Heliangelus spencei,2019
Heliodoxa schreibersii,2019
Loddigesia mirabilis,2019
Nesophlox evelynae,2019
Oreotrochilus leucopleurus,2019
Oreotrochilus melanogaster,2019
Phaethornis augusti,2019
Phaethornis philippii,2019
Polyonymus caroli,2019
Selasphorus calliope,2019
Thalurania watertonii,2019
Threnetes ruckeri,2019
Sternula antillarum,2019
Columba delegorguei,2019
Columbina inca,2019
Zenaida auriculata,2019
Electron carinatum,2019
Todus subulatus,2019
Centropus rectunguis,2019
Chalcites osculans,2019
Ortalis ruficauda,2019
Coturnix delegorguei,2019
Amaurolimnas concolor,2019
Acanthiza apicalis,2019
Acrocephalus arundinaceus,2019
Acrocephalus orientalis,2019
Iduna natalensis,2019
Caryothraustes poliogaster,2019
Cyanoloxia cyanoides,2019
Calamonastes fasciolatus,2019
Euryptila subcinnamomea,2019
Prinia rufescens,2019
Aphelocoma unicolor,2019
Cyanocorax violaceus,2019
Cyanolyca nanus,2019
Chlorophonia occipitalis,2019
Spinus notatus,2019
Geositta peruviana,2019
Sittasomus griseus,2019
Sylviorthorhynchus desmurii,2019
Xiphorhynchus susurrans,2019
Tachycineta euchrysea,2019
Hypopyrrhus pyrohypogaster,2019
Leistes bellicosus,2019
Lanius bucephalus,2019
Lanius excubitoroides,2019
Leioptila annectens,2019
Turdoides rufescens,2019
Anthus roseatus,2019
Bradornis mariquensis,2019
Oenanthe picata,2019
Saxicola leucurus,2019
Tarsiger hyperythrus,2019
Pachycephala cinerea,2019
Periparus rubidiventris,2019
Setophaga pharetra,2019
Arremon aurantiirostris,2019
Rimator malacoptilus,2019
Schoeniparus cinereus,2019
Poecilodryas superciliosa,2019
Peucedramus taeniatus,2019
Phylloscopus coronatus,2019
Phylloscopus griseolus,2019
Phylloscopus poliogenys,2019
Xenopipo atronitens,2019
Drymophila genei,2019
Formicivora intermedia,2019
Hylophylax naevioides,2019
Myrmoborus lugubris,2019
Willisornis poecilinotus,2019
Catamenia inornata,2019
Chrysocorypha delatrii,2019
Cyanerpes nitidus,2019
Loxipasser anoxanthus,2019
Saltator striatipectus,2019
Cyanoderma ruficeps,2019
Pomatorhinus melanurus,2019
Pomatorhinus phayrei,2019
Iodopleura isabellae,2019
Pachyramphus major,2019
Terenotriccus erythrurus,2019
Campylorhynchus nuchalis,2019
Henicorhina leucosticta,2019
Thryothorus albinucha,2019
Geokichla spiloptera,2019
Turdus dissimilis,2019
Zoothera marginata,2019
Atalotriccus pilaris,2019
Contopus pallidus,2019
Myiarchus stolidus,2019
Myiarchus validus,2019
Myiodynastes bairdii,2019
Rhynchocyclus brevirostris,2019
Silvicultrix frontalis,2019
Tephrodornis affinis,2019
Vidua funerea,2019
Pteruthius melanotis,2019
Malacoptila panamensis,2019
Indicator maculatus,2019
Trachyphonus darnaudii,2019
Psilopogon cyanotis,2019
Psilopogon malabaricus,2019
Picumnus granadensis,2019
Picus vaillantii,2019
Ara rubrogenys,2019
Forpus coelestis,2019
Hapalopsittaca melanotis,2019
Pseudoscops grammicus,2019
Apteryx owenii,2019
Anhinga novaehollandiae,2019
Chaetura brachyura,2019
Zoonavena sylvatica,2019
Phyllaemulor bracteatus,2019
Batrachostomus moniliger,2019
Amazilia candida,2019
Amazilia edward,2019
Amazilia franciae,2019
Amazilia grayi,2019
Amazilia saucerottei,2019
Archilochus alexandri,2019
Campylopterus cuvierii,2019
Chalcostigma herrani,2019
Chalcostigma ruficeps,2019
Coeligena lutetiae,2019
Coeligena violifer,2019
Coeligena wilsoni,2019
Colibri coruscans,2019
Discosura conversii,2019
Discosura popelairii,2019
Eriocnemis derbyi,2019
Eriocnemis mosquera,2019
Haplophaedia aureliae,2019
Heliangelus strophianus,2019
Heliodoxa aurescens,2019
Heliodoxa rubinoides,2019
Hylocharis eliciae,2019
Lampornis viridipallens,2019
Lesbia victoriae,2019
Metallura aeneocauda,2019
Metallura williami,2019
Oreotrochilus chimborazo,2019
Phaethornis hispidus,2019
Sternoclyta cyanopectus,2019
Topaza pyra,2019
Pluvianellus socialis,2019
Columba pulchricollis,2019
Geotrygon versicolor,2019
Macropygia rufipennis,2019
Treron apicauda,2019
Merops nubicoides,2019
Coua ruficeps,2019
Macrocephalon maleo,2019
Megapodius nicobariensis,2019
Dendrortyx barbatus,2019
Odontophorus balliviani,2019
Ophrysia superciliosa,2019
Gallinula tenebrosa,2019
Coracina boyeri,2019
Edolisoma schisticeps,2019
Pericrocotus igneus,2019
Pericrocotus solaris,2019
Piranga roseogularis,2019
Cinclosoma cinnamomeum,2019
Urocissa flavirostris,2019
Ampelioides tschudii,2019
Lonchura leucogastra,2019
Cymbirhynchus affinis,2019
Lepidocolaptes albolineatus,2019
Ochetorhynchus melanurus,2019
Myzomela chermesina,2019
Philemon inornatus,2019
Mayrornis lessoni,2019
Terpsiphone affinis,2019
Hodgsonius phaenicuroides,2019
Phoenicurus schisticeps,2019
Saxicola ferreus,2019
Saxicola insignis,2019
Oriolus tenuirostris,2019
Melozone biarcuata,2019
Phylloscopus chloronotus,2019
Phylloscopus xanthoschistos,2019
Abroscopus schisticeps,2019
Gracula ptilogenys,2019
Sturnia erythropygia,2019
Anisognathus lacrymosus,2019
Diglossa brunneiventris,2019
Diglossa mystacalis,2019
Lanio aurantius,2019
Paroaria nigrogenis,2019
Saltator orenocensis,2019
Tangara chrysotis,2019
Tangara larvata,2019
Tangara ruficervix,2019
Turdus rubrocanus,2019
Hemitriccus furcatus,2019
Leptopogon amaurocephalus,2019
Leptopogon rufipectus,2019
Mionectes rufiventris,2019
Poecilotriccus plumbeiceps,2019
Pteruthius xanthochlorus,2019
Tigriornis leucolopha,2019
Notharchus pectoralis,2019
Notharchus swainsoni,2019
Eubucco richardsoni,2019
Picus xanthopygaeus,2019
Andigena cucullata,2019
Psittacara frontatus,2019
Psittacula caniceps,2019
Glaucidium castanotum,2019
Ninox rufa,2019
Otus spilocephalus,2019
Haliaeetus vociferoides,2019
Nisaetus alboniger,2019
Spizaetus isidori,2019
Anas chlorotis,2019
Cyanochen cyanoptera,2019
Rhinopomastus minor,2019
Collocalia troglodytes,2019
Caprimulgus atripennis,2019
Caprimulgus natalensis,2019
Caprimulgus rufigena,2019
Amazilia chionogaster,2019
Amazilia yucatanensis,2019
Oxypogon lindenii,2019
Cathartes burrovianus,2019
Phegornis mitchellii,2019
Vanellus melanocephalus,2019
Haematopus fuliginosus,2019
Chlidonias albostriatus,2019
Coenocorypha aucklandica,2019
Gallinago stricklandii,2019
Didunculus strigirostris,2019
Metriopelia ceciliae,2019
Coua reynaudii,2019
Coua serriana,2019
Cuculus lepidus,2019
Hierococcyx vagans,2019
Arborophila charltonii,2019
Dryolimnas cuvieri,2019
Mentocrex kioloides,2019
Rallina eurizonoides,2019
Mesitornis unicolor,2019
Acrocephalus agricola,2019
Mirafra affinis,2019
Mirafra erythroptera,2019
Artamus mentalis,2019
Certhia discolor,2019
Certhia nipalensis,2019
Cisticola robustus,2019
Cyanolyca armillata,2019
Pica mauritanica,2019
Lepidopygia nana,2019
Lonchura flaviprymna,2019
Carpodacus puniceus,2019
Hirundo nigrita,2019
Psarocolius wagleri,2019
Argya rubiginosa,2019
Turdoides affinis,2019
Locustella luteoventris,2019
Locustella thoracica,2019
Poodytes gramineus,2019
Chlorophoneus multicolor,2019
Toxostoma redivivum,2019
Anthus sylvanus,2019
Macronyx ameliae,2019
Anthipes monileger,2019
Ficedula tricolor,2019
Ficedula zanthopygia,2019
Muscicapa ferruginea,2019
Myiomela leucura,2019
Tarsiger chrysaeus,2019
Tarsiger rufilatus,2019
Arachnothera robusta,2019
Baeolophus inornatus,2019
Machlolophus nuchalis,2019
Myiothlypis luteoviridis,2019
Gymnoris superciliaris,2019
Malacocincla abbotti,2019
Phylloscopus castaniceps,2019
Phylloscopus fuligiventer,2019
Phylloscopus occipitalis,2019
Phylloscopus pulcher,2019
Erythropitta celebensis,2019
Hydrornis baudii,2019
Pitta maxima,2019
Pitta novaeguineae,2019
Dinemellia dinemelli,2019
Ploceus intermedius,2019
Pnoepyga pusilla,2019
Prunella immaculata,2019
Hemixos cinereus,2019
Hemixos flavala,2019
Iole viridescens,2019
Ixos malaccensis,2019
Pycnonotus brunneus,2019
Pycnonotus flavescens,2019
Pycnonotus plumosus,2019
Pycnonotus xantholaemus,2019
Spizixos canifrons,2019
Tricholestes criniger,2019
Cettia brunnifrons,2019
Horornis flavolivaceus,2019
Horornis fortipes,2019
Lamprotornis purpuroptera,2019
Lamprotornis superbus,2019
Chamaea fasciata,2019
Lioparus chrysotis,2019
Psittiparus gularis,2019
Suthora fulvifrons,2019
Hafferia immaculata,2019
Pomatorhinus ferruginosus,2019
Spelaeornis caudatus,2019
Campylorhynchus megalopterus,2019
Cantorchilus leucotis,2019
Pheugopedius fasciatoventris,2019
Pheugopedius maculipectus,2019
Thryophilus rufalbus,2019
Catharus fuscater,2019
Catharus swainsoni,2019
Phyllomyias nigrocapillus,2019
Hylophilus flavipes,2019
Pachysylvia semibrunnea,2019
Yuhina nigrimenta,2019
Zosterops japonicus,2019
Egretta picata,2019
Eubucco bourcierii,2019
Galbalcyrhynchus leucotis,2019
Campephilus gayaquilensis,2019
Campephilus pollens,2019
Dendrocopos darjellensis,2019
Dendropicos pyrrhogaster,2019
Hemicircus sordidus,2019
Leuconotopicus stricklandi,2019
Meiglyptes jugularis,2019
Picoides canicapillus,2019
Piculus leucolaemus,2019
Picumnus dorbignyanus,2019
Picumnus olivaceus,2019
Picumnus temminckii,2019
Veniliornis kirkii,2019
Anodorhynchus glaucus,1990
Hapalopsittaca amazonina,2019
Poicephalus flavifrons,2019
Poicephalus rufiventris,2019
Psittacara wagleri,2019
Strigops habroptila,2019
Eudyptes pachyrhynchus,2019
Strix nivicolum,2019
Tyto tenebricosa,2019
Fregata ariel,2019
Leucocarbo chalconotus,2019
Accipiter gularis,2019
Buteo hemilasius,2019
Buteo japonicus,2019
Buteo regalis,2019
Buteogallus solitarius,2019
Gyps tenuirostris,2019
Nisaetus lanceolatus,2019
Anas aucklandica,2019
Spatula puna,2019
Tachyeres pteneres,2019
Hydropsalis climacocerca,2019
Nyctiphrynus ocellatus,2019
Phalaenoptilus nuttallii,2019
Systellura decussata,2019
Haematopus unicolor,2019
Anous minutus,2019
Larus serranus,2019
Ducula poliocephala,2019
Geopelia placida,2019
Goura victoria,2019
Ramphiculus occipitalis,2019
Oreophasis derbianus,2019
Dendrortyx leucophrys,2019
Odontophorus strophium,2019
Philortyx fasciatus,2019
Eulabeornis castaneoventris,2019
Acanthiza ewingii,2019
Gerygone albofrontata,2019
Aegithalos iouschistos,2019
Aegithina lafresnayei,2019
Alaudala raytal,2019
Atrichornis clamosus,2019
Piranga rubriceps,2019
Chloropsis jerdoni,2019
Cinclus leucocephalus,2019
Prinia buchanani,2019
Prinia hodgsonii,2019
Cyanocorax melanocyaneus,2019
Ampelion rufaxilla,2019
Lipaugus lanioides,2019
Emberiza buchanani,2019
Chloebia gouldiae,2019
Hypargos margaritatus,2019
Nigrita bicolor,2019
Automolus ochrolaemus,2019
Cinclodes palliatus,2019
Dendrexetastes rufigula,2019
Furnarius cinnamomeus,2019
Hylexetastes perrotii,2019
Sclerurus guatemalensis,2019
Thripadectes melanorhynchus,2019
Xiphorhynchus chunchotambo,2019
Grallaria quitensis,2019
Cacicus leucoramphus,2019
Icterus chrysater,2019
Sturnella neglecta,2019
Alcippe poioicephala,2019
Argya earlei,2019
Garrulax bicolor,2019
Schoenicola platyurus,2019
Malurus pulcherrimus,2019
Melanopareia elegans,2019
Mimus longicaudatus,2019
Anthus spragueii,2019
Fraseria ocreata,2019
Sholicola major,2019
Lophophanes dichrous,2019
Basileuterus tristriatus,2019
Myioborus melanocephalus,2019
Myiothlypis chrysogaster,2019
Myiothlypis coronata,2019
Oreothlypis superciliosa,2019
Arremon abeillei,2019
Passerculus bairdii,2019
Passer flaveolus,2019
Passer pyrrhonotus,2019
Gampsorhynchus rufulus,2019
Laticilla burnesii,2019
Malacopteron albogulare,2019
Trichastoma malaccense,2019
Turdinus macrodactylus,2019
Ceratopipra chloromeros,2019
Lepidothrix coeruleocapilla,2019
Ploceus grandis,2019
Prunella atrogularis,2019
Psophodes nigrogularis,2019
Alophoixus phaeocephalus,2019
Eurillas latirostris,2019
Pycnonotus finlaysoni,2019
Stelgidillas gracilirostris,2019
Scytalopus acutirostris,2019
Scytalopus femoralis,2019
Herpsilochmus axillaris,2019
Myrmoborus leucophrys,2019
Thamnophilus bernardi,2019
Thamnophilus multistriatus,2019
Chlorochrysa calliparaea,2019
Embernagra longicauda,2019
Geospizopsis plebejus,2019
Iridosornis analis,2019
Rhodospingus cruentus,2019
Sphenopsis frontalis,2019
Spodiornis rusticus,2019
Tangara atrocoerulea,2019
Tangara xanthocephala,2019
Thlypopsis pyrrhocoma,2019
Cyanoderma chrysaeum,2019
Cyanoderma pyrrhops,2019
Erythrogenys hypoleucos,2019
Stachyris nigriceps,2019
Cyphorhinus thoracicus,2019
Henicorhina leucophrys,2019
Entomodestes leucotis,2019
Neocossyphus poensis,2019
Stizorhina fraseri,2019
Turdus infuscatus,2019
Turdus lherminieri,2019
Turdus rufitorques,2019
Turdus serranus,2019
Conopias cinchoneti,2019
Corythopis torquatus,2019
Leptopogon superciliaris,2019
Lophotriccus pileatus,2019
Muscisaxicola albifrons,2019
Myiodynastes chrysocephalus,2019
Serpophaga cinerea,2019
Zimmerius viridiflavus,2019
Erpornis zantholeuca,2019
Hylophilus olivaceus,2019
Vireo bellii,2019
Vireo leucophrys,2019
Nonnula ruficapilla,2019
Eubucco glaucogularis,2019
Campephilus guatemalensis,2019
Campephilus haematogaster,2019
Colaptes mexicanoides,2019
Ramphastos citreolaemus,2019
Fregetta tropica,2019
Ardenna carneipes,2019
Procellaria conspicillata,2019
Pterodroma inexpectata,2019
Pterodroma leucoptera,2019
Pterodroma mollis,2019
Pterodroma solandri,2019
Puffinus gavia,2019
Amazona lilacina,2019
Amazona mercenarius,2019
Pionus tumultuosus,2019
Psittacara erythrogenys,2019
Psittacara mitratus,2019
Psittacus timneh,2019
Pyrrhura rupicola,2019
Aptenodytes forsteri,2019
Ninox japonica,2019
Otus semitorques,2019
Pulsatrix melanota,2019
Crypturellus atrocapillus,2019
Rhyticeros subruficollis,2019
Aglaeactis cupripennis,2019
Amazilia cyanifrons,2019
Amazilia viridigaster,2019
Chlorostilbon poortmani,2019
Coeligena prunellei,2019
Eupherusa eximia,2019
Heliodoxa leadbeateri,2019
Heliomaster constantii,2019
Heliothryx barroti,2019
Klais guimeti,2019
Lepidopyga goudoti,2019
Leucippus fallax,2019
Lophornis helenae,2019
Phaethornis anthophilus,2019
Phaethornis longirostris,2019
Polytmus theresiae,2019
Schistes geoffroyi,2019
Thalurania colombica,2019
Burhinus superciliaris,2019
Vanellus resplendens,2019
Glareola cinerea,2019
Larus modestus,2019
Sternula nereis,2019
Turnix tanki,2019
Nesoenas mayeri,2019
Ptilinopus rivoli,2019
Zenaida meloda,2019
Zentrygon frenata,2019
Zentrygon linearis,2019
Corythornis leucogaster,2019
Todiramphus saurophagus,2019
Merops lafresnayii,2019
Coccyzus ferrugineus,2019
Cuculus saturatus,2019
Hierococcyx nisicolor,2019
Falco subniger,2019
Microhierax melanoleucos,2019
Ortalis leucogastra,2019
Callipepla gambelii,2019
Colinus nigrogularis,2019
Odontophorus speciosus,2019
Odontophorus stellatus,2019
Ammoperdix griseogularis,2019
Tetraogallus himalayensis,2019
Fulica ardesiaca,2019
Porzana fluminea,2019
Rougetius rougetii,2019
Calamanthus cautus,2019
Gerygone chloronota,2019
Gerygone levigaster,2019
Gerygone magnirostris,2019
Certhilauda subcoronata,2019
Mirafra cheniana,2019
Coracina atriceps,2019
Coracina larvata,2019
Coracina personata,2019
Coracina temminckii,2019
Edolisoma morio,2019
Apalis rufogularis,2019
Camaroptera superciliaris,2019
Cisticola aberrans,2019
Cisticola cherina,2019
Cisticola chiniana,2019
Cisticola lateralis,2019
Cisticola natalensis,2019
Cisticola rufus,2019
Cisticola subruficapilla,2019
Eremomela badiceps,2019
Climacteris melanurus,2019
Lipaugus fuscocinereus,2019
Pipreola arcuata,2019
Pipreola aureopectus,2019
Dicaeum celebicum,2019
Dicaeum ignipectus,2019
Dicaeum melanozanthum,2019
Dicaeum pectorale,2019
Emberiza cioides,2019
Lagonosticta rufopicta,2019
Nigrita fusconotus,2019
Spermestes bicolor,2019
Carpodacus rhodochlamys,2019
Asthenes fuliginosa,2019
Hellmayrea gularis,2019
Siptornis striaticollis,2019
Synallaxis brachyura,2019
Synallaxis cinnamomea,2019
Synallaxis unirufa,2019
Grallaria rufula,2019
Cecropis abyssinica,2019
Hirundo neoxena,2019
Petrochelidon ariel,2019
Cacicus uropygialis,2019
Trochalopteron affine,2019
Trochalopteron imbricatum,2019
Trochalopteron subunicolor,2019
Melocichla mentalis,2019
Conopophila albogularis,2019
Conopophila rufogularis,2019
Gavicalis versicolor,2019
Myzomela boiei,2019
Myzomela obscura,2019
Myzomela vulnerata,2019
Ramsayornis fasciatus,2019
Stomiopera flava,2019
Stomiopera unicolor,2019
Cinclocerthia gutturalis,2019
Brachypteryx cruralis,2019
Cyornis tickelliae,2019
Cyornis unicolor,2019
Ficedula hyperythra,2019
Ficedula sapphira,2019
Irania gutturalis,2019
Aethopyga temminckii,2019
Anthreptes simplex,2019
Arachnothera hypogrammica,2019
Deleornis fraseri,2019
Leptocoma calcostetha,2019
Pachycephala melanura,2019
Pachycephala simplex,2019
Melaniparus leuconotus,2019
Ammospiza leconteii,2019
Microeca flavigaster,2019
Phylloscopus magnirostris,2019
Phylloscopus nitidus,2019
Phylloscopus tristis,2019
Manacus vitellinus,2019
Masius chrysopterus,2019
Hydrornis cyaneus,2019
Dyaphorophyia castanea,2019
Prunella strophiata,2019
Acropternis orthonyx,2019
Rhipidura dryas,2019
Rhipidura euryura,2019
Rhipidura perlata,2019
Rhipidura phoenicura,2019
Rhipidura threnothorax,2019
Sitta formosa,2019
Chelidorhynx hypoxanthus,2019
Cholornis unicolor,2019
Myzornis pyrrhoura,2019
Parophasma galinieri,2019
Conirostrum rufum,2019
Diglossa albilatera,2019
Piezorina cinerea,2019
Pinaroloxias inornata,2019
Sericossypha albocristata,2019
Sporophila luctuosa,2019
Tangara aurulenta,2019
Tangara nigroviridis,2019
Tangara parzudakii,2019
Pachyramphus versicolor,2019
Grandala coelicolor,2019
Empidonax flaviventris,2019
Empidonax minimus,2019
