Scientific name,Extinction date 
Chalcomitra amethystina,2019
Chalcomitra fuliginosa,2019
Cinnyris bifasciatus,2019
Cinnyris cupreus,2019
Cinnyris superbus,2019
Cardellina pusilla,2019
Geothlypis formosa,2019
Leiothlypis peregrina,2019
Leiothlypis ruficapilla,2019
Setophaga magnolia,2019
Ammospiza maritima,2019
Phylloscopus proregulus,2019
Tersina viridis,2019
Catharus guttatus,2019
Phoenicopterus roseus,2019
Ara ambiguus,2019
Geoffroyus geoffroyi,2019
Trichoglossus capistratus,2019
Urile pelagicus,2019
Drepanoptila holosericea,2019
Phaenicophaeus curvirostris,2019
Antigone rubicunda,2019
Cisticola juncidis,2019
Spinus pinus,2019
Locustella fluviatilis,2019
Geothlypis philadelphia,2019
Setophaga castanea,2019
Setophaga cerulea,2019
Melospiza melodia,2019
Passerella arborea,2019
Spizella pusilla,2019
Vireo solitarius,2019
Aquila heliaca,2019
Aythya collaris,2019
Aplopelia larvata,2019
Columba arquatrix,2019
Columbina talpacoti,2019
Geopelia maugeus,2019
Geotrygon violacea,2019
Phaps elegans,2019
Ptilinopus cinctus,2019
Ptilinopus superbus,2019
Streptopelia bitorquata,2019
Turtur tympanistria,2019
Zenaida aurita,2019
Cephalopterus ornatus,2019
Corvinella corvina,2019
Chlorophoneus olivaceus,2019
Dryoscopus cubla,2019
Melaenornis silens,2019
Paradisaea minor,2019
Parkesia motacilla,2019
Setophaga discolor,2019
Thamnophilus punctatus,2019
Conirostrum bicolor,2019
Troglodytes aedon,2019
Prionops plumatus,2019
Leuconotopicus borealis,2019
Bubo ascalaphus,2019
Treron calvus,2019
Treron psittaceus,2019
Origma solitaria,2019
Bombycilla cedrorum,2019
Tachycineta bicolor,2019
Lanius borealis,2019
Margarops fuscatus,2019
Mimus gilvus,2019
Ilicura militaris,2019
Sericulus chrysocephalus,2019
Tyrannus savana,2019
Vireo altiloquus,2019
Vireo flavifrons,2019
Vireo gilvus,2019
Accipiter striatus,2019
Anthracoceros albirostris,2019
Smutsornis africanus,2019
Lonchura atricapilla,2019
Lonchura fuscata,2019
Lonchura quinticolor,2019
Petrochelidon fulva,2019
Gracupica nigricollis,2019
Cistothorus palustris,2019
Calyptorhynchus lathami,2019
Asio clamator,2019
Merops malimbicus,2019
Tangara peruviana,2019
Poecilotriccus sylvia,2019
Todirostrum maculatum,2019
Dromas ardeola,2019
Ortalis garrula,2019
Pyrenestes ostrinus,2019
Spermophaga haematina,2019
Spinus magellanicus,2019
Ploceus aurantius,2019
Ploceus nigricollis,2019
Melopsittacus undulatus,2019
Streptopelia tranquebarica,2019
Alectoris graeca,2019
Acrocephalus scirpaceus,2019
Branta leucopsis,2019
Tringa stagnatilis,2019
Dendrocopos leucotos,2019
Melanerpes portoricensis,2019
Callocephalon fimbriatum,2019
Anser canagicus,2019
Apus pacificus,2019
Hirundapus caudacutus,2019
Hemiprocne longipennis,2019
Merops orientalis,2019
Melithreptus lunatus,2019
Malimbus malimbicus,2019
Ploceus baglafecht,2019
Sporopipes frontalis,2019
Scissirostrum dubium,2019
Phaethon lepturus,2019
Anhinga rufa,2019
Aquila audax,2019
Elanus axillaris,2019
Erythrotriorchis radiatus,2019
Cereopsis novaehollandiae,2019
Chenonetta jubata,2019
Malacorhynchus membranaceus,2019
Spatula rhynchotis,2019
Podargus strigoides,2019
Anthracothorax aurulentus,2019
Anthracothorax viridis,2019
Chlorostilbon maugaeus,2019
Heliomaster longirostris,2019
Burhinus grallarius,2019
Larus pacificus,2019
Turnix varius,2019
Geopelia cuneata,2019
Leucosarcia melanoleuca,2019
Ceyx azureus,2019
Merops ornatus,2019
Cacomantis flabelliformis,2019
Centropus phasianinus,2019
Cuculus clamosus,2019
Eudynamys orientalis,2019
Heteroscenes pallidus,2019
Pyrrholaemus sagittatus,2019
Artamus cyanopterus,2019
Cracticus torquatus,2019
Gymnorhina tibicen,2019
Strepera versicolor,2019
Cormobates leucophaea,2019
Dasyornis brachypterus,2019
Neochmia temporalis,2019
Stagonopleura bella,2019
Falcunculus frontatus,2019
Euphonia pectoralis,2019
Nilaus afer,2019
Malurus melanocephalus,2019
Acanthorhynchus tenuirostris,2019
Anthochaera chrysoptera,2019
Caligavis chrysops,2019
Entomyzon cyanotis,2019
Gliciphila melanops,2019
Lichenostomus melanops,2019
Manorina melanocephala,2019
Manorina melanophrys,2019
Myzomela sanguinolenta,2019
Nesoptilotis leucotis,2019
Phylidonyris pyrrhopterus,2019
Menura novaehollandiae,2019
Grallina cyanoleuca,2019
Myiagra inquieta,2019
Myiagra rubecula,2019
Cinnyris coccinigastrus,2019
Daphoenositta chrysoptera,2019
Oriolus sagittatus,2019
Colluricincla harmonica,2019
Pachycephala pectoralis,2019
Pachycephala rufiventris,2019
Melanodryas cucullata,2019
Microeca fascinans,2019
Psophodes olivaceus,2019
Rhipidura leucophrys,2019
Rhipidura rufifrons,2019
Turdus poliocephalus,2019
Zoothera lunulata,2019
Zosterops lateralis,2019
Ardea pacifica,2019
Leiopicus mahrattensis,2019
Brotogeris pyrrhoptera,2019
Ninox boobook,2019
Ninox connivens,2019
Accipiter minullus,2019
Accipiter tachiro,2019
Circus ranivorus,2019
Haliaeetus vocifer,2019
Lophaetus occipitalis,2019
Micronisus gabar,2019
Morphnus guianensis,2019
Polemaetus bellicosus,2019
Spizaetus ornatus,2019
Terathopius ecaudatus,2019
Ephippiorhynchus senegalensis,2019
Coracias naevius,2019
Falco chicquera,2019
Falco rufigularis,2019
Corvus leucognaphalus,2019
Crypsirina temia,2019
Anthochaera paradoxa,2019
Paradisaea rubra,2019
Seleucidis melanoleucus,2019
Acridotheres melanopterus,2019
Lamprotornis ornatus,2019
Onychognathus nabouroup,2019
Pyrrhulagra portoricensis,2019
Saltator fuliginosus,2019
Phigys solitarius,2019
Ciccaba huhula,2019
Lophostrix cristata,2019
Megascops nudipes,2019
Melierax canorus,2019
Cinnyris venustus,2019
Strix varia,2019
Buteo rufofuscus,2019
Gyps coprotheres,2019
Anseranas semipalmata,2019
Merops gularis,2019
Callipepla californica,2019
Gallus varius,2019
Acrocephalus palustris,2019
Stipiturus malachurus,2019
Anthus petrosus,2019
Spizella passerina,2019
Sialia currucoides,2019
Phoeniconaias minor,2019
Pogoniulus atroflavus,2019
Pogonornis bidentatus,2019
Gymnogyps californianus,2019
Cacomantis passerinus,2019
Hierococcyx varius,2019
Mitu mitu,1988
Lophura ignita,2019
Dinopium javanense,2019
Biziura lobata,2019
Streptoprocne zonaris,2019
Caprimulgus longipennis,2019
Stagonopleura guttata,2019
Melanerpes candidus,2019
Glareola maldivarum,2019
Aphelocoma coerulescens,2019
Hypsipetes philippinus,2019
Sylvia nisoria,2019
Psittinus cyanurus,2019
Lopholaimus antarcticus,2019
Cinclosoma punctatum,2019
Dicrurus adsimilis,2019
Anthochaera phrygia,2019
Zanda funerea,2019
Chlorostilbon notatus,2019
Treron waalia,2019
Merops hirundineus,2019
Anthropoides paradiseus,2019
Loxia pytyopsittacus,2019
Phylloscopus sibilatrix,2019
Chiroxiphia caudata,2019
Dendropicos namaquus,2019
Dinopium psarodes,2019
Veniliornis sanguineus,2019
Leptotila rufaxilla,2019
Patagioenas cayennensis,2019
Patagioenas squamosa,2019
Chrysococcyx cupreus,2019
Synoicus ypsilophorus,2019
Haematoderus militaris,2019
Pyroderus scutatus,2019
Dicaeum hirundinaceum,2019
Ficedula parva,2019
Pardalotus punctatus,2019
Ammodramus humeralis,2019
Egretta gularis,2019
Nymphicus hollandicus,2019
Neophema pulchella,2019
Pezoporus wallicus,2019
Platycercus eximius,2019
Torgos tracheliotos,2019
Glossopsitta concinna,2019
Busarellus nigricollis,2019
Buteo nitidus,2019
Buteogallus meridionalis,2019
Harpagus bidentatus,2019
Leptodon cayanensis,2019
Leucopternis melanops,2019
Pseudastur albicollis,2019
Spilornis cheela,2019
Anser indicus,2019
Cygnus atratus,2019
Rhodonessa caryophyllacea,2019
Ocyceros griseus,2019
Aegotheles cristatus,2019
Caprimulgus asiaticus,2019
Caprimulgus indicus,2019
Charadrius falklandicus,2019
Hoploxypterus cayanus,2019
Metopidius indicus,2019
Ephippiorhynchus asiaticus,2019
Urocolius indicus,2019
Phaps chalcoptera,2019
Ptilinopus tannensis,2019
Streptopelia orientalis,2019
Treron phoenicopterus,2019
Chloroceryle amazona,2019
Halcyon coromanda,2019
Cacomantis sonneratii,2019
Cuculus poliocephalus,2019
Scythrops novaehollandiae,2019
Lophophorus impejanus,2019
Lophura leucomelanos,2019
Perdicula asiatica,2019
Scleroptila afra,2019
Acanthiza pusilla,2019
Acrocephalus aequinoctialis,2019
Strepera graculina,2019
Campephaga phoenicea,2019
Corvus albicollis,2019
Dendrocitta vagabunda,2019
Rupicola peruvianus,2019
Dicaeum erythrorhynchos,2019
Amandava formosa,2019
Irena puella,2019
Anthochaera carunculata,2019
Lichmera incana,2019
Philemon corniculatus,2019
Phylidonyris novaehollandiae,2019
Arachnothera longirostra,2019
Cinnyris asiaticus,2019
Cyanomitra verticalis,2019
Melospiza georgiana,2019
Eopsaltria australis,2019
Philetairus socius,2019
Sitta carolinensis,2019
Sitta pusilla,2019
Acridotheres ginginianus,2019
Schistochlamys melanopis,2019
Cistothorus platensis,2019
Thryothorus ludovicianus,2019
Geokichla citrina,2019
Turdus boulboul,2019
Zoothera dauma,2019
Sayornis phoebe,2019
Tyrannulus elatus,2019
Egretta novaehollandiae,2019
Ixobrychus flavicollis,2019
Bostrychia hagedash,2019
Threskiornis aethiopicus,2019
Threskiornis melanocephalus,2019
Galbula albirostris,2019
Psilopogon asiaticus,2019
Pelagodroma marina,2019
Cacatua galerita,2019
Calyptorhynchus banksii,2019
Anodorhynchus hyacinthinus,2019
Glossopsitta pusilla,2019
Lathamus discolor,2019
Neophema chrysogaster,2019
Platycercus adscitus,2019
Pyrilia caica,2019
Bubo coromandus,2019
Pulsatrix perspicillata,2019
Dromaius novaehollandiae,2019
Elanus caeruleus,2019
Amazonetta brasiliensis,2019
Anas capensis,2019
Anas erythrorhyncha,2019
Anas georgica,2019
Anas superciliosa,2019
Aythya novaeseelandiae,2019
Bucephala islandica,2019
Chloephaga picta,2019
Cygnus olor,2019
Hymenolaimus malacorhynchos,2019
Mareca americana,2019
Nettapus coromandelianus,2019
Oxyura jamaicensis,2019
Tachyeres brachypterus,2019
Tadorna cana,2019
Tadorna variegata,2019
Aerodramus francicus,2019
Cypseloides niger,2019
Panyptila cayennensis,2019
Antrostomus carolinensis,2019
Hydropsalis cayennensis,2019
Hydropsalis torquata,2019
Lurocalis semitorquatus,2019
Nyctidromus albicollis,2019
Nyctibius grandis,2019
Nyctibius griseus,2019
Nyctibius jamaicensis,2019
Aethia pygmaea,2019
Brachyramphus marmoratus,2019
Synthliboramphus antiquus,2019
Charadrius obscurus,2019
Pluvialis fulva,2019
Thinornis novaeseelandiae,2019
Chionis albus,2019
Cursorius coromandelicus,2019
Actophilornis africanus,2019
Gelochelidon nilotica,2019
Phaetusa simplex,2019
Sterna striata,2019
Sterna vittata,2019
Recurvirostra americana,2019
Calidris virgata,2019
Limnodromus griseus,2019
Numenius tahitiensis,2019
Scolopax minor,2019
Tringa flavipes,2019
Tringa incana,2019
Tringa melanoleuca,2019
Tringa semipalmata,2019
Turnix nigricollis,2019
Turnix suscitator,2019
Ciconia maguari,2019
Leptoptilos dubius,2019
Colius striatus,2019
Alopecoenas erythropterus,2019
Columba livia,2019
Ducula pacifica,2019
Hemiphaga novaeseelandiae,2019
Patagioenas speciosa,2019
Ptilinopus purpuratus,2019
Ramphiculus jambu,2019
Spilopelia suratensis,2019
Streptopelia vinacea,2019
Treron aromaticus,2019
Treron curvirostra,2019
Treron pompadora,2019
Treron sanctithomae,2019
Odontophorus gujanensis,2019
Ptilopachus petrosus,2019
Arborophila gingica,2019
Coturnix coromandelica,2019
Francolinus pondicerianus,2019
Galloperdix spadicea,2019
Pternistis capensis,2019
Bugeranus carunculatus,2019
Coturnicops noveboracensis,2019
Fulica americana,2019
Fulica cristata,2019
Gallicrex cinerea,2019
Laterallus jamaicensis,2019
Porphyrio flavirostris,2019
Rallus caerulescens,2019
Rallus crepitans,2019
Zapornia tabuensis,2019
Musophaga violacea,2019
Houbaropsis bengalensis,2019
Alaemon alaudipes,2019
Calandrella cinerea,2019
Bernieria madagascariensis,2019
Oxylabes madagascariensis,2019
Philesturnus carunculatus,2019
Coracina novaehollandiae,2019
Caryothraustes erythromelas,2019
Piranga olivacea,2019
Spiza americana,2019
Chloropsis cochinchinensis,2019
Prinia subflava,2019
Conopophaga aurita,2019
Dicaeum trochileum,2019
Amadina fasciata,2019
Erythrura psittacea,2019
Euodice cantans,2019
Lonchura ferruginosa,2019
Pytilia afra,2019
Crithagra flaviventris,2019
Euphonia cayennensis,2019
Euphonia flavifrons,2019
Euphonia musica,2019
Haemorhous purpureus,2019
Loxia leucoptera,2019
Loxops coccineus,2019
Aphrastura spinicauda,2019
Cinclodes patagonicus,2019
Synallaxis gujanensis,2019
Atticora fasciata,2019
Hirundo javanica,2019
Hirundo tahitica,2019
Phedina borbonica,2019
Progne chalybea,2019
Progne dominicensis,2019
Molothrus bonariensis,2019
Argya fulva,2019
Garrulax perspicillatus,2019
Sphenoeacus afer,2019
Mohoua novaeseelandiae,2019
Mohoua ochrocephala,2019
Chasiempis sandwichensis,2019
Anthus novaeseelandiae,2019
Dendronanthus indicus,2019
Motacilla maderaspatensis,2019
Motacilla tschutschensis,2019
Cossypha dichroa,2019
Muscicapa sibirica,2019
Oenanthe leucura,2019
Oenanthe pileata,2019
Saxicola tectes,2019
Chalcoparia singalensis,2019
Oriolus monacha,2019
Pardalotus striatus,2019
Melaniparus afer,2019
Geothlypis aequinoctialis,2019
Helmitheros vermivorum,2019
Parkesia noveboracensis,2019
Setophaga caerulescens,2019
Setophaga palmarum,2019
Setophaga tigrina,2019
Setophaga virens,2019
Ammodramus savannarum,2019
Passerculus sandwichensis,2019
Passerella unalaschcensis,2019
Pooecetes gramineus,2019
Zonotrichia albicollis,2019
Zonotrichia atricapilla,2019
Petroica macrocephala,2019
Petroica multicolor,2019
Euplectes afer,2019
Euplectes aureus,2019
Euplectes franciscanus,2019
Euplectes macroura,2019
Foudia rubra,2019
Hypsipetes leucocephalus,2019
Pycnonotus barbatus,2019
Pycnonotus sinensis,2019
Pycnonotus zeylanicus,2019
Rubigula melanictera,2019
Scytalopus magellanicus,2019
Lamprotornis bicolor,2019
Spodiopsar sericeus,2019
Sturnia malabarica,2019
Sturnia pagodarum,2019
Chrysomma sinense,2019
Sylvia hortensis,2019
Sylvia melanocephala,2019
Hylophylax naevius,2019
Percnostola rufifrons,2019
Dacnis lineata,2019
Embernagra platensis,2019
Phonipara canora,2019
Pipraeidea bonariensis,2019
Sicalis luteola,2019
Sporophila americana,2019
Sporophila crassirostris,2019
Tangara flava,2019
Tangara ornata,2019
Myiobius barbatus,2019
Pheugopedius coraya,2019
Hylocichla mustelina,2019
Ixoreus naevius,2019
Myadestes obscurus,2019
Turdus abyssinicus,2019
Turdus aurantius,2019
Turdus jamaicensis,2019
Turdus obscurus,2019
Turdus pallidus,2019
Attila cinnamomeus,2019
Attila spadiceus,2019
Hymenops perspicillatus,2019
Lessonia rufa,2019
Myiarchus ferox,2019
Tyrannus forficatus,2019
Tephrodornis pondicerianus,2019
Cyclarhis gujanensis,2019
Zosterops flavifrons,2019
Zosterops mauritianus,2019
Agamia agami,2019
Egretta rufescens,2019
Egretta sacra,2019
Ixobrychus cinnamomeus,2019
Ixobrychus exilis,2019
Ixobrychus sinensis,2019
Nycticorax caledonicus,2019
Zebrilus undulatus,2019
Pelecanus erythrorhynchos,2019
Pelecanus philippensis,2019
Pelecanus rufescens,2019
Scopus umbretta,2019
Mesembrinibis cayennensis,2019
Theristicus melanopis,2019
Thalassarche chlororhynchos,2019
Hydrobates furcatus,2019
Nesofregetta fuliginosa,2019
Ardenna grisea,2019
Ardenna pacifica,2019
Halobaena caerulea,2019
Macronectes giganteus,2019
Pachyptila desolata,2019
Pelecanoides urinatrix,2019
Procellaria cinerea,2019
Pterodroma alba,2019
Thalassoica antarctica,2019
Pterocles indicus,2019
Pterocles namaqua,2019
Crypturellus cinereus,2019
Crypturellus variegatus,2019
Tinamus major,2019
Fregata minor,2019
Leucocarbo carunculatus,2019
Leucocarbo magellanicus,2019
Microcarbo africanus,2019
Nannopterum brasilianus,2019
Phalacrocorax capensis,2019
Phalacrocorax varius,2019
Urile urile,2019
Accipiter badius,2019
Accipiter novaehollandiae,2019
Butastur indicus,2019
Buteo jamaicensis,2019
Buteo lineatus,2019
Buteogallus aequinoctialis,2019
Buteogallus urubitinga,2019
Circaetus gallicus,2019
Circus buffoni,2019
Gypohierax angolensis,2019
Gyps bengalensis,2019
Haliaeetus leucogaster,2019
Hieraaetus pennatus,2019
Ictinia plumbea,2019
Nisaetus cirrhatus,2019
Rupornis magnirostris,2019
Amazilia fimbriata,2019
Amazilia leucogaster,2019
Amazilia sapphirina,2019
Amazilia tobaci,2019
Cyanophaia bicolor,2019
Discosura longicaudus,2019
Eupetomena macroura,2019
Glaucis hirsutus,2019
Heliothryx auritus,2019
Selasphorus rufus,2019
Thalurania furcata,2019
Thalurania glaucopis,2019
Chloroceryle americana,2019
Todiramphus tutus,2019
Todiramphus veneratus,2019
Merops nubicus,2019
Centropus bengalensis,2019
Chalcites lucidus,2019
Chrysococcyx maculatus,2019
Coccyzus minor,2019
Coccyzus pluvialis,2019
Crotophaga major,2019
Guira guira,2019
Falco novaeseelandiae,2019
Phalcoboenus australis,2019
Coracina caledonica,2019
Coracina papuensis,2019
Corvus jamaicensis,2019
Cyanocitta stelleri,2019
Erythrura prasina,2019
Cymbirhynchus macrorhynchos,2019
Chlorodrepanis virens,2019
Himatione sanguinea,2019
Certhiaxis cinnamomeus,2019
Dendroplex picus,2019
Furnarius rufus,2019
Xenops minutus,2019
Icterus jamacaii,2019
Molothrus oryzivorus,2019
Quiscalus mexicanus,2019
Xanthopsar flavus,2019
Lanius minor,2019
Laniarius aethiopicus,2019
Laniarius ferrugineus,2019
Foulehaio carunculatus,2019
Myzomela cardinalis,2019
Philemon moluccensis,2019
Prosthemadera novaeseelandiae,2019
Kittacincla malabarica,2019
Cinnyris sovimanga,2019
Leptocoma brasiliana,2019
Pachycephala caledonica,2019
Astrapia nigra,2019
Ammospiza caudacuta,2019
Petroica australis,2019
Ploceus hypoxanthus,2019
Polioptila plumbea,2019
Rhipidura javanica,2019
Aplonis striata,2019
Aplonis tabuensis,2019
Sturnia sinensis,2019
Myrmotherula surinamensis,2019
Sclateria naevia,2019
Cissopis leverianus,2019
Pachyramphus niger,2019
Hirundinea ferruginea,2019
Platyrinchus platyrhynchos,2019
Tyrannus dominicensis,2019
Malacoptila fusca,2019
Notharchus macrorhynchos,2019
Nystactes tamatia,2019
Nystalus maculatus,2019
Pogonornis dubius,2019
Psilopogon rubricapillus,2019
Psilopogon zeylanicus,2019
Campephilus melanoleucos,2019
Celeus flavescens,2019
Colaptes cafer,2019
Colaptes melanochloros,2019
Geocolaptes olivaceus,2019
Picoides moluccensis,2019
Picus canus,2019
Sphyrapicus ruber,2019
Pteroglossus torquatus,2019
Cacatua moluccensis,2019
Cacatua sulphurea,2019
Probosciger aterrimus,2019
Agapornis canus,2019
Amazona albifrons,2019
Amazona barbadensis,2019
Amazona ochrocephala,2019
Aprosmictus erythropterus,2019
Aratinga jandaya,2019
Brotogeris tirica,2019
Charmosyna palmarum,2019
Eunymphicus cornutus,2019
Eupsittula aurea,2019
Guaruba guarouba,2019
Platycercus caledonicus,2019
Platycercus elegans,2019
Poicephalus robustus,2019
Prosopeia tabuensis,2019
Tanygnathus gramineus,2019
Touit purpuratus,2019
Trichoglossus moluccanus,2019
Vini australis,2019
Nestor meridionalis,2019
Aegolius acadicus,2019
Bubo magellanicus,2019
Bubo virginianus,2019
Glaucidium brasilianum,2019
Ketupa zeylonensis,2019
Ninox novaeseelandiae,2019
Trogon rufus,2019
Trogon violaceus,2019
Anser fabalis,2019
Cursorius cursor,2019
Thalasseus sandvicensis,2019
Gallinago media,2019
Turnix sylvaticus,2019
Urodynamis taitensis,2019
Acanthisitta chloris,2019
Gliciphila undulata,2019
Rhipidura fuliginosa,2019
Creatophora cinerea,2019
Sylvia communis,2019
Cyanoramphus novaezelandiae,2019
Loriculus vernalis,2019
Gyps indicus,2019
Polyboroides radiatus,2019
Sarcogyps calvus,2019
Ocyceros birostris,2019
Charadrius dubius,2019
Hydrophasianus chirurgus,2019
Gygis alba,2019
Onychoprion anaethetus,2019
Turnix ocellatus,2019
Alectroenas pulcherrimus,2019
Ducula bicolor,2019
Ducula myristicivora,2019
Gallicolumba luzonica,2019
Spilopelia chinensis,2019
Halcyon albiventris,2019
Cacomantis merulinus,2019
Centropus viridis,2019
Francolinus pintadeanus,2019
Margaroperdix madagarensis,2019
Polyplectron malacense,2019
Rollulus rouloul,2019
Gallirallus australis,2019
Acrocephalus caffer,2019
Eremopterix griseus,2019
Galerida malabarica,2019
