species,description_year,extinction_year
Eremalauda.starki,1902,NA
Eremomela.atricollis,1894,NA
Eremomela.badiceps,1843,NA
Eremomela.flavicrissalis,1895,NA
Eremomela.gregalis,1829,NA
Eremomela.icteropygialis,1839,NA
Eremomela.pusilla,1857,NA
Eremomela.scotops,1850,NA
Eremomela.turneri,1920,NA
Eremomela.usticollis,1850,NA
Eremophila.alpestris,1758,NA
Eremophila.bilopha,1823,NA
Eremopsaltria.mongolicus,1870,NA
Eremopterix.australis,1836,NA
Eremopterix.griseus,1786,NA
Eremopterix.leucopareia,1884,NA
Eremopterix.leucotis,1814,NA
Eremopterix.nigriceps,1839,NA
Eremopterix.signatus,1886,NA
Eremopterix.verticalis,1836,NA
Ergaticus.ruber,1827,NA
Ergaticus.versicolor,1864,NA
Eriocnemis.alinae,1842,NA
Eriocnemis.cupreoventris,1840,NA
Eriocnemis.derbyi,1846,NA
Eriocnemis.glaucopoides,1838,NA
Eriocnemis.godini,1851,NA
Eriocnemis.isabellae,2007,NA
Eriocnemis.luciani,1847,NA
Eriocnemis.mirabilis,1967,NA
Eriocnemis.mosquera,1846,NA
Eriocnemis.nigrivestis,1852,NA
Eriocnemis.vestita,1838,NA
Erithacus.akahige,1835,NA
Erithacus.rubecula,1758,NA
Erpornis.zantholeuca,1844,NA
Erythrocercus.holochlorus,1901,NA
Erythrocercus.livingstonei,1870,NA
Erythrocercus.mccallii,1855,NA
Erythropygia.barbata,1870,NA
Erythropygia.coryphaeus,1831,NA
Erythropygia.galactotes,1820,NA
Erythropygia.hartlaubi,1891,NA
Erythropygia.leucophrys,1817,NA
Erythropygia.leucosticta,1883,NA
Erythropygia.paena,1836,NA
Erythropygia.quadrivirgata,1879,NA
Erythropygia.signata,1850,NA
Erythrura.hyperythra,1863,NA
Erythrura.prasina,1788,NA
Esacus.giganteus,1829,NA
Esacus.recurvirostris,1829,NA
Estrilda.astrild,1758,NA
Estrilda.atricapilla,1851,NA
Estrilda.caerulescens,1817,NA
Estrilda.charmosyna,1881,NA
Estrilda.erythronotos,1817,NA
Estrilda.melanotis,1823,NA
Estrilda.melpoda,1817,NA
Estrilda.nigriloris,1928,NA
Estrilda.nonnula,1883,NA
Estrilda.paludicola,1863,NA
Estrilda.perreini,1817,NA
Estrilda.poliopareia,1902,NA
Estrilda.rhodopyga,1850,NA
Estrilda.rufibarba,1851,NA
Estrilda.thomensis,1888,NA
Estrilda.troglodytes,1823,NA
Eubucco.bourcierii,1845,NA
Eubucco.richardsoni,1846,NA
Eubucco.tucinkae,1913,NA
Eubucco.versicolor,1776,NA
Eucometis.penicillata,1825,NA
Eudocimus.albus,1758,NA
Eudocimus.ruber,1758,NA
Eudromia.elegans,1832,NA
Eudromia.formosa,1905,NA
Eudromias.morinellus,1758,NA
Eudynamys.scolopaceus,1758,NA
Eudyptes.chrysocome,1781,NA
Eudyptes.chrysolophus,1837,NA
Eugenes.fulgens,1827,NA
Eugralla.paradoxa,1830,NA
Eulidia.yarrellii,1847,NA
Eumomota.superciliosa,1837,NA
Eumyias.albicaudatus,1840,NA
Eumyias.sordidus,1870,NA
Eumyias.thalassinus,1838,NA
Eupetes.macrocerus,1831,NA
Eupetomena.macroura,1788,NA
Euphagus.carolinus,1776,NA
Euphagus.cyanocephalus,1829,NA
Eupherusa.cyanophrys,1964,NA
Eupherusa.eximia,1843,NA
Eupherusa.nigriventris,1867,NA
Eupherusa.poliocerca,1871,NA
Euphonia.affinis,1842,NA
Euphonia.anneae,1865,NA
Euphonia.cayennensis,1789,NA
Euphonia.chalybea,1825,NA
Euphonia.chlorotica,1766,NA
Euphonia.chrysopasta,1869,NA
Euphonia.concinna,1855,NA
Euphonia.cyanocephala,1818,NA
Euphonia.elegantissima,1838,NA
Euphonia.finschi,1877,NA
Euphonia.fulvicrissa,1857,NA
Euphonia.gouldi,1857,NA
Euphonia.hirundinacea,1838,NA
Euphonia.imitans,1936,NA
Euphonia.laniirostris,1837,NA
Euphonia.luteicapilla,1861,NA
Euphonia.mesochrysa,1873,NA
Euphonia.minuta,1849,NA
Euphonia.pectoralis,1801,NA
Euphonia.plumbea,1855,NA
Euphonia.rufiventris,1819,NA
Euphonia.saturata,1860,NA
Euphonia.trinitatis,1851,NA
Euphonia.violacea,1758,NA
Euphonia.xanthogaster,1834,NA
Euplectes.afer,1789,NA
Euplectes.albonotatus,1848,NA
Euplectes.ardens,1783,NA
Euplectes.aureus,1789,NA
Euplectes.axillaris,1838,NA
Euplectes.capensis,1766,NA
Euplectes.diadematus,1878,NA
Euplectes.franciscanus,1789,NA
Euplectes.gierowii,1880,NA
Euplectes.hartlaubi,1878,NA
Euplectes.hordeaceus,1758,NA
Euplectes.jacksoni,1891,NA
Euplectes.macroura,1789,NA
Euplectes.nigroventris,1848,NA
Euplectes.orix,1758,NA
Euplectes.progne,1783,NA
Euplectes.psammocromius,1900,NA
Eupodotis.afra,1766,NA
Eupodotis.afraoides,1831,NA
Eupodotis.caerulescens,1820,NA
Eupodotis.gindiana,1881,NA
Eupodotis.hartlaubii,1863,NA
Eupodotis.humilis,1856,NA
Eupodotis.melanogaster,1835,NA
Eupodotis.rueppellii,1856,NA
Eupodotis.ruficrista,1836,NA
Eupodotis.savilei,1920,NA
Eupodotis.senegalensis,1820,NA
Eupodotis.vigorsii,1831,NA
Euptilotis.neoxenus,1838,NA
Eurocephalus.anguitimens,1836,NA
Eurocephalus.rueppelli,1853,NA
Eurochelidon.sirintarae,1968,NA
Eurostopodus.macrotis,1831,NA
Eurostopodus.temminckii,1838,NA
Eurylaimus.javanicus,1821,NA
Eurylaimus.ochromalus,1822,NA
Eurynorhynchus.pygmeus,1758,NA
Euryptila.subcinnamomea,1847,NA
Eurypyga.helias,1781,NA
Eurystomus.glaucurus,1776,NA
Eurystomus.gularis,1819,NA
Eurystomus.orientalis,1766,NA
Euscarthmus.meloryphus,1831,NA
Euscarthmus.rufomarginatus,1868,NA
Euschistospiza.cinereovinacea,1889,NA
Euschistospiza.dybowskii,1892,NA
Euthlypis.lachrymosa,1850,NA
Eutoxeres.aquila,1847,NA
Eutoxeres.condamini,1851,NA
Falco.alopex,1861,NA
Falco.amurensis,1863,NA
Falco.ardosiaceus,1823,NA
Falco.biarmicus,1825,NA
Falco.cherrug,1834,NA
Falco.chicquera,1800,NA
Falco.columbarius,1758,NA
Falco.concolor,1825,NA
Falco.cuvierii,1830,NA
Falco.deiroleucus,1825,NA
Falco.dickinsoni,1864,NA
Falco.eleonorae,1839,NA
Falco.fasciinucha,1895,NA
Falco.femoralis,1822,NA
Falco.jugger,1834,NA
Falco.mexicanus,1850,NA
Falco.naumanni,1818,NA
Falco.pelegrinoides,1829,NA
Falco.peregrinus,1771,NA
Falco.rufigularis,1800,NA
Falco.rupicoloides,1829,NA
Falco.rusticolus,1758,NA
Falco.severus,1821,NA
Falco.sparverius,1758,NA
Falco.subbuteo,1758,NA
Falco.tinnunculus,1758,NA
Falco.vespertinus,1766,NA
Ficedula.albicilla,1811,NA
Ficedula.albicollis,1815,NA
Ficedula.dumetoria,1864,NA
Ficedula.hodgsonii,1871,NA
Ficedula.hyperythra,1843,NA
Ficedula.hypoleuca,1764,NA
Ficedula.monileger,1845,NA
Ficedula.mugimaki,1835,NA
Ficedula.narcissina,1835,NA
Ficedula.nigrorufa,1839,NA
Ficedula.parva,1792,NA
Ficedula.sapphira,1843,NA
Ficedula.semitorquata,1885,NA
Ficedula.solitaris,1835,NA
Ficedula.strophiata,1837,NA
Ficedula.subrubra,1934,NA
Ficedula.superciliaris,1840,NA
Ficedula.tricolor,1845,NA
Ficedula.westermanni,1888,NA
Ficedula.zanthopygia,1845,NA
Florisuga.fusca,1817,NA
Florisuga.mellivora,1758,NA
Fluvicola.albiventer,1825,NA
Fluvicola.nengeta,1766,NA
Fluvicola.pica,1783,NA
Formicarius.analis,1837,NA
Formicarius.colma,1783,NA
Formicarius.nigricapillus,1893,NA
Formicarius.rufifrons,1957,NA
Formicarius.rufipectus,1866,NA
Formicivora.erythronotos,1852,NA
Formicivora.grantsaui,2007,NA
Formicivora.grisea,1783,NA
Formicivora.iheringi,1909,NA
Formicivora.littoralis,1990,NA
Formicivora.melanogaster,1868,NA
Formicivora.rufa,1831,NA
Formicivora.serrana,1929,NA
Forpus.coelestis,1847,NA
Forpus.conspicillatus,1848,NA
Forpus.cyanopygius,1856,NA
Forpus.modestus,1859,NA
Forpus.passerinus,1758,NA
Forpus.xanthops,1895,NA
Forpus.xanthopterygius,1883,NA
Francolinus.adspersus,1838,NA
Francolinus.afer,1776,NA
Francolinus.africanus,1819,NA
Francolinus.ahantensis,1851,NA
Francolinus.albogularis,1854,NA
Francolinus.bicalcaratus,1766,NA
Francolinus.camerunensis,1909,NA
Francolinus.capensis,1789,NA
Francolinus.castaneicollis,1888,NA
Francolinus.clappertoni,1826,NA
Francolinus.coqui,1836,NA
Francolinus.erckelii,1835,NA
Francolinus.finschi,1881,NA
Francolinus.francolinus,1766,NA
Francolinus.griseostriatus,1890,NA
Francolinus.gularis,1815,NA
Francolinus.hartlaubi,1869,NA
Francolinus.harwoodi,1899,NA
Francolinus.hildebrandti,1878,NA
Francolinus.icterorhynchus,1863,NA
Francolinus.jacksoni,1891,NA
Francolinus.lathami,1854,NA
Francolinus.leucoscepus,1867,NA
Francolinus.levaillantii,1825,NA
Francolinus.levaillantoides,1836,NA
Francolinus.nahani,1905,NA
Francolinus.natalensis,1834,NA
Francolinus.nobilis,1908,NA
Francolinus.ochropectus,1952,NA
Francolinus.pictus,1828,NA
Francolinus.pintadeanus,1786,NA
Francolinus.pondicerianus,1789,NA
Francolinus.psilolaemus,1867,NA
Francolinus.rufopictus,1867,NA
Francolinus.schlegelii,1863,NA
Francolinus.sephaena,1836,NA
Francolinus.shelleyi,1891,NA
Francolinus.squamatus,1857,NA
Francolinus.streptophorus,1891,NA
Francolinus.swainsonii,1836,NA
Francolinus.swierstrai,1929,NA
Fraseria.cinerascens,1857,NA
Fraseria.ocreata,1844,NA
Fratercula.arctica,1758,NA
Fratercula.cirrhata,1769,NA
Fratercula.corniculata,1821,NA
Frederickena.unduligera,1868,NA
Frederickena.viridis,1816,NA
Fregata.andrewsi,1914,NA
Fregata.ariel,1845,NA
Fregata.magnificens,1914,NA
Fregata.minor,1789,NA
Fregetta.tropica,1844,NA
Fringilla.coelebs,1758,NA
Fringilla.montifringilla,1758,NA
Fulica.americana,1789,NA
Fulica.ardesiaca,1843,NA
Fulica.armillata,1817,NA
Fulica.atra,1758,NA
Fulica.caribaea,1884,NA
Fulica.cornuta,1853,NA
Fulica.cristata,1789,NA
Fulica.gigantea,1841,NA
Fulica.leucoptera,1817,NA
Fulica.rufifrons,1861,NA
Fulmarus.glacialis,1761,NA
Fulmarus.glacialoides,1840,NA
Furnarius.cristatus,1888,NA
Furnarius.figulus,1823,NA
Furnarius.leucopus,1837,NA
Furnarius.minor,1858,NA
Furnarius.rufus,1788,NA
Furnarius.torridus,1866,NA
Galbalcyrhynchus.leucotis,1845,NA
Galbalcyrhynchus.purusianus,1904,NA
Galbula.albirostris,1790,NA
Galbula.chalcothorax,1855,NA
Galbula.cyanescens,1849,NA
Galbula.cyanicollis,1851,NA
Galbula.dea,1758,NA
Galbula.galbula,1766,NA
Galbula.leucogastra,1817,NA
Galbula.pastazae,1885,NA
Galbula.ruficauda,1816,NA
Galbula.tombacea,1824,NA
Galerida.cristata,1758,NA
Galerida.deva,1832,NA
Galerida.magnirostris,1826,NA
Galerida.malabarica,1786,NA
Galerida.modesta,1864,NA
Galerida.theklae,1858,NA
Gallicrex.cinerea,1789,NA
Gallinago.andina,1875,NA
Gallinago.gallinago,1758,NA
Gallinago.hardwickii,1831,NA
Gallinago.imperialis,1869,NA
Gallinago.jamesoni,1855,NA
Gallinago.media,1787,NA
Gallinago.megala,1861,NA
Gallinago.nemoricola,1836,NA
Gallinago.nigripennis,1839,NA
Gallinago.nobilis,1856,NA
Gallinago.paraguaiae,1816,NA
Gallinago.solitaria,1831,NA
Gallinago.stenura,1830,NA
Gallinago.stricklandii,1845,NA
Gallinago.undulata,1783,NA
Gallinula.angulata,1851,NA
Gallinula.chloropus,1758,NA
Gallinula.melanops,1819,NA
Gallirallus.striatus,1766,NA
Galloperdix.bicalcarata,1781,NA
Galloperdix.lunulata,1825,NA
Galloperdix.spadicea,1789,NA
Gallus.gallus,1758,NA
Gallus.lafayetii,1831,NA
Gallus.sonneratii,1813,NA
Gampsonyx.swainsonii,1825,NA
Gampsorhynchus.rufulus,1844,NA
Gampsorhynchus.torquatus,1874,NA
Garrodia.nereis,1841,NA
Garrulax.affinis,1843,NA
Garrulax.albogularis,1836,NA
Garrulax.annamensis,1919,NA
Garrulax.austeni,1870,NA
Garrulax.berthemyi,1876,NA
Garrulax.bieti,1897,NA
Garrulax.caerulatus,1836,NA
Garrulax.canorus,1758,NA
Garrulax.castanotis,1899,NA
Garrulax.chinensis,1786,NA
Garrulax.chrysopterus,1835,NA
Garrulax.cineraceus,1874,NA
Garrulax.cinereifrons,1851,NA
Garrulax.courtoisi,1923,NA
Garrulax.davidi,1868,NA
Garrulax.delesserti,1839,NA
Garrulax.elliotii,1870,NA
Garrulax.erythrocephalus,1832,NA
Garrulax.ferrarius,1930,NA
Garrulax.formosus,1869,NA
Garrulax.galbanus,1874,NA
Garrulax.gularis,1840,NA
Garrulax.henrici,1892,NA
Garrulax.imbricatus,1843,NA
Garrulax.konkakinhensis,2001,NA
Garrulax.leucolophus,1815,NA
Garrulax.lineatus,1831,NA
Garrulax.lugubris,1835,NA
Garrulax.lunulatus,1870,NA
Garrulax.maesi,1890,NA
Garrulax.maximus,1870,NA
Garrulax.melanostigma,1855,NA
Garrulax.merulinus,1851,NA
Garrulax.milleti,1919,NA
Garrulax.milnei,1874,NA
Garrulax.mitratus,1835,NA
Garrulax.monileger,1930,NA
Garrulax.ngoclinhensis,1999,NA
Garrulax.nuchalis,1876,NA
Garrulax.ocellatus,1831,NA
Garrulax.pectoralis,1836,NA
Garrulax.peninsulae,1887,NA
Garrulax.perspicillatus,1789,NA
Garrulax.ruficollis,1838,NA
Garrulax.rufogularis,1835,NA
Garrulax.sannio,1867,NA
Garrulax.squamatus,1835,NA
Garrulax.strepitans,1855,NA
Garrulax.striatus,1831,NA
Garrulax.subunicolor,1843,NA
Garrulax.sukatschewi,1891,NA
Garrulax.variegatus,1831,NA
Garrulax.vassali,1906,NA
Garrulax.virgatus,1874,NA
Garrulax.yersini,1919,NA
Garrulus.glandarius,1758,NA
Garrulus.lanceolatus,1831,NA
Gavia.adamsii,1859,NA
Gavia.arctica,1758,NA
Gavia.immer,1764,NA
Gavia.pacifica,1858,NA
Gavia.stellata,1763,NA
Gecinulus.grantia,1840,NA
Gecinulus.viridis,1862,NA
Geocerthia.serrana,1875,NA
Geococcyx.californianus,1829,NA
Geococcyx.velox,1836,NA
Geocolaptes.olivaceus,1788,NA
Geopelia.striata,1766,NA
Geositta.antarctica,1880,NA
Geositta.crassirostris,1866,NA
Geositta.cunicularia,1816,NA
Geositta.isabellina,1864,NA
Geositta.maritima,1837,NA
Geositta.peruviana,1847,NA
Geositta.poeciloptera,1830,NA
Geositta.punensis,1917,NA
Geositta.rufipennis,1860,NA
Geositta.saxicolina,1875,NA
Geositta.tenuirostris,1836,NA
Geothlypis.aequinoctialis,1789,NA
Geothlypis.beldingi,1883,NA
Geothlypis.flavovelata,1896,NA
Geothlypis.nelsoni,1900,NA
Geothlypis.poliocephala,1865,NA
Geothlypis.semiflava,1861,NA
Geothlypis.speciosa,1859,NA
Geothlypis.trichas,1766,NA
Geotrygon.albifacies,1858,NA
Geotrygon.carrikeri,1941,NA
Geotrygon.chiriquensis,1856,NA
Geotrygon.costaricensis,1868,NA
Geotrygon.frenata,1843,NA
Geotrygon.goldmani,1912,NA
Geotrygon.lawrencii,1874,NA
Geotrygon.linearis,1843,NA
Geotrygon.montana,1758,NA
Geotrygon.saphirina,1855,NA
Geotrygon.veraguensis,1867,NA
Geotrygon.violacea,1809,NA
Geranoaetus.melanoleucus,1819,NA
Geranospiza.caerulescens,1817,NA
Geronticus.calvus,1783,NA
Geronticus.eremita,1758,NA
Gerygone.sulphurea,1864,NA
Glareola.cinerea,1843,NA
Glareola.lactea,1820,NA
Glareola.maldivarum,1795,NA
Glareola.nordmanni,1842,NA
Glareola.nuchalis,1849,NA
Glareola.ocularis,1833,NA
Glareola.pratincola,1766,NA
Glaucidium.albertinum,1983,NA
Glaucidium.bolivianum,1991,NA
Glaucidium.brasilianum,1788,NA
Glaucidium.brodiei,1836,NA
Glaucidium.capense,1834,NA
Glaucidium.castaneum,1893,NA
Glaucidium.castanonotum,1846,NA
Glaucidium.costaricanum,1999,NA
Glaucidium.cuculoides,1831,NA
Glaucidium.gnoma,1832,NA
Glaucidium.griseiceps,1875,NA
Glaucidium.hardyi,1990,NA
Glaucidium.jardinii,1855,NA
Glaucidium.minutissimum,1821,NA
Glaucidium.mooreorum,2002,NA
Glaucidium.nanum,1828,NA
Glaucidium.nubicola,1999,NA
Glaucidium.palmarum,1901,NA
Glaucidium.parkeri,1995,NA
Glaucidium.passerinum,1758,NA
Glaucidium.perlatum,1818,NA
Glaucidium.peruanum,1991,NA
Glaucidium.radiatum,1833,NA
Glaucidium.sanchezi,1949,NA
Glaucidium.sjostedti,1893,NA
Glaucidium.tephronotum,1875,NA
Glaucis.aeneus,1867,NA
Glaucis.dohrnii,1852,NA
Glaucis.hirsutus,1788,NA
Glyphorynchus.spirurus,1819,NA
Gnorimopsar.chopi,1819,NA
Goethalsia.bella,1912,NA
Goldmania.violiceps,1911,NA
Gorsachius.goisagi,1835,NA
Gorsachius.leuconotus,1827,NA
Gorsachius.magnificus,1899,NA
Gorsachius.melanolophus,1822,NA
Gracula.ptilogenys,1846,NA
Gracula.religiosa,1758,NA
Grafisia.torquata,1909,NA
Grallaria.albigula,1923,NA
Grallaria.alleni,1912,NA
Grallaria.andicolus,1873,NA
Grallaria.bangsi,1900,NA
Grallaria.blakei,1987,NA
Grallaria.capitalis,1926,NA
Grallaria.carrikeri,1982,NA
Grallaria.chthonia,1956,NA
Grallaria.dignissima,1880,NA
Grallaria.eludens,1969,NA
Grallaria.erythroleuca,1874,NA
Grallaria.erythrotis,1876,NA
Grallaria.excelsa,1893,NA
Grallaria.fenwickorum,2010,NA
Grallaria.flavotincta,1877,NA
Grallaria.gigantea,1866,NA
Grallaria.griseonucha,1871,NA
Grallaria.guatimalensis,1842,NA
Grallaria.haplonota,1877,NA
Grallaria.hypoleuca,1855,NA
Grallaria.kaestneri,1992,NA
Grallaria.milleri,1912,NA
Grallaria.nuchalis,1859,NA
Grallaria.przewalskii,1882,NA
Grallaria.quitensis,1844,NA
Grallaria.ridgelyi,1999,NA
Grallaria.ruficapilla,1842,NA
Grallaria.rufocinerea,1879,NA
Grallaria.rufula,1843,NA
Grallaria.squamigera,1842,NA
Grallaria.varia,1783,NA
Grallaria.watkinsi,1919,NA
Grallaricula.cucullata,1856,NA
Grallaricula.ferrugineipectus,1857,NA
Grallaricula.flavirostris,1858,NA
Grallaricula.lineifrons,1924,NA
Grallaricula.loricata,1857,NA
Grallaricula.nana,1842,NA
Grallaricula.ochraceifrons,1983,NA
Grallaricula.peruviana,1923,NA
Graminicola.bengalensis,1863,NA
Granatellus.pelzelni,1865,NA
Granatellus.sallaei,1856,NA
Granatellus.venustus,1850,NA
Grandala.coelicolor,1843,NA
Graueria.vittata,1908,NA
Graydidascalus.brachyurus,1820,NA
Grus.americana,1758,NA
Grus.antigone,1758,NA
Grus.canadensis,1758,NA
Grus.carunculatus,1789,NA
Grus.grus,1758,NA
Grus.japonensis,1776,NA
Grus.leucogeranus,1773,NA
Grus.monacha,1835,NA
Grus.nigricollis,1876,NA
Grus.paradisea,1793,NA
Grus.vipio,1811,NA
Grus.virgo,1758,NA
Guaruba.guarouba,1788,NA
Gubernatrix.cristata,1817,NA
Gubernetes.yetapa,1818,NA
Guira.guira,1788,NA
Guttera.plumifera,1857,NA
Guttera.pucherani,1860,NA
Gyalophylax.hellmayri,1905,NA
Gymnobucco.bonapartei,1854,NA
Gymnobucco.calvus,1841,NA
Gymnobucco.peli,1857,NA
Gymnobucco.sladeni,1907,NA
Gymnocichla.nudiceps,1850,NA
Gymnoderus.foetidus,1758,NA
Gymnogyps.californianus,1797,NA
Gymnomystax.mexicanus,1766,NA
Gymnopithys.leucaspis,1855,NA
Gymnopithys.lunulatus,1873,NA
Gymnopithys.rufigula,1783,NA
Gymnopithys.salvini,1901,NA
Gymnorhinus.cyanocephalus,1841,NA
Gypaetus.barbatus,1758,NA
Gypohierax.angolensis,1788,NA
Gyps.africanus,1865,NA
Gyps.bengalensis,1788,NA
Gyps.coprotheres,1798,NA
Gyps.fulvus,1783,NA
Gyps.himalayensis,1869,NA
Gyps.indicus,1786,NA
Gyps.rueppellii,1852,NA
Gyps.tenuirostris,1844,NA
Gypsophila.crispifrons,1855,NA
Habia.atrimaxillaris,1924,NA
Habia.cristata,1875,NA
Habia.fuscicauda,1861,NA
Habia.gutturalis,1854,NA
Habia.rubica,1817,NA
Haematoderus.militaris,1792,NA
Haematopus.ater,1825,NA
Haematopus.bachmani,1838,NA
Haematopus.leucopodus,1826,NA
Haematopus.moquini,1856,NA
Haematopus.ostralegus,1758,NA
Haematopus.palliatus,1820,NA
Haematospiza.sipahi,1836,NA
Halcyon.albiventris,1786,NA
Halcyon.badia,1851,NA
Halcyon.chelicuti,1814,NA
Halcyon.coromanda,1790,NA
Halcyon.leucocephala,1776,NA
Halcyon.malimbica,1811,NA
Halcyon.pileata,1783,NA
Halcyon.senegalensis,1766,NA
Halcyon.senegaloides,1834,NA
Halcyon.smyrnensis,1758,NA
Haliaeetus.albicilla,1758,NA
Haliaeetus.leucocephalus,1766,NA
Haliaeetus.leucogaster,1788,NA
Haliaeetus.leucoryphus,1771,NA
Haliaeetus.pelagicus,1811,NA
Haliaeetus.vocifer,1800,NA
Haliastur.indus,1783,NA
Halobaena.caerulea,1789,NA
Halocyptena.microsoma,1864,NA
Hapalopsittaca.amazonina,1845,NA
Hapalopsittaca.fuertesi,1912,NA
Hapalopsittaca.melanotis,1847,NA
Hapalopsittaca.pyrrhops,1876,NA
Hapaloptila.castanea,1866,NA
Haplochelidon.andecola,1837,NA
Haplophaedia.assimilis,1876,NA
Haplophaedia.aureliae,1846,NA
Haplophaedia.lugens,1851,NA
Haplospiza.rustica,1844,NA
Haplospiza.unicolor,1851,NA
Harpactes.diardii,1832,NA
Harpactes.duvaucelii,1824,NA
Harpactes.erythrocephalus,1834,NA
Harpactes.fasciatus,1769,NA
Harpactes.kasumba,1822,NA
Harpactes.oreskios,1823,NA
Harpactes.orrhophaeus,1863,NA
Harpactes.wardi,1927,NA
Harpagus.bidentatus,1790,NA
Harpagus.diodon,1823,NA
Harpia.harpyja,1758,NA
Harpyhaliaetus.coronatus,1817,NA
Harpyhaliaetus.solitarius,1844,NA
Heliactin.bilophus,1820,NA
Heliangelus.amethysticollis,1938,NA
Heliangelus.exortis,1840,NA
Heliangelus.mavors,1848,NA
Heliangelus.micraster,1872,NA
Heliangelus.regalis,1979,NA
Heliangelus.strophianus,1846,NA
Heliangelus.viola,1853,NA
Heliangelus.zusii,1993,NA
Helicolestes.hamatus,1821,NA
Heliobletus.contaminatus,1885,NA
Heliodoxa.aurescens,1846,NA
Heliodoxa.branickii,1874,NA
Heliodoxa.gularis,1860,NA
Heliodoxa.imperatrix,1856,NA
Heliodoxa.jacula,1850,NA
Heliodoxa.leadbeateri,1843,NA
Heliodoxa.rubinoides,1846,NA
Heliodoxa.schreibersii,1847,NA
Heliodoxa.xanthogonys,1882,NA
Heliolais.erythropterus,1849,NA
Heliomaster.constantii,1843,NA
Heliomaster.furcifer,1812,NA
Heliomaster.longirostris,1801,NA
Heliomaster.squamosus,1823,NA
Heliopais.personatus,1849,NA
Heliornis.fulica,1783,NA
Heliothryx.auritus,1788,NA
Heliothryx.barroti,1843,NA
Hellmayrea.gularis,1843,NA
Helmitheros.vermivorum,1789,NA
Hemicircus.canente,1830,NA
Hemicircus.concretus,1821,NA
Hemiprocne.comata,1824,NA
Hemiprocne.coronata,1833,NA
Hemiprocne.longipennis,1802,NA
Hemipus.hirundinaceus,1822,NA
Hemipus.picatus,1832,NA
Hemispingus.atropileus,1842,NA
Hemispingus.calophrys,1876,NA
Hemispingus.frontalis,1844,NA
Hemispingus.goeringi,1870,NA
Hemispingus.melanotis,1855,NA
Hemispingus.parodii,1974,NA
Hemispingus.reyi,1885,NA
Hemispingus.rufosuperciliaris,1974,NA
Hemispingus.superciliaris,1840,NA
Hemispingus.trifasciatus,1874,NA
Hemispingus.verticalis,1840,NA
Hemispingus.xanthophthalmus,1874,NA
Hemitesia.neumanni,1908,NA
Hemithraupis.flavicollis,1818,NA
Hemithraupis.guira,1766,NA
Hemithraupis.ruficapilla,1818,NA
Hemitriccus.cinnamomeipectus,1979,NA
Hemitriccus.diops,1822,NA
Hemitriccus.flammulatus,1901,NA
Hemitriccus.furcatus,1846,NA
Hemitriccus.granadensis,1843,NA
Hemitriccus.griseipectus,1907,NA
Hemitriccus.inornatus,1868,NA
Hemitriccus.iohannis,1907,NA
Hemitriccus.josephinae,1914,NA
Hemitriccus.kaempferi,1953,NA
Hemitriccus.margaritaceiventer,1837,NA
Hemitriccus.minimus,1940,NA
Hemitriccus.minor,1907,NA
Hemitriccus.mirandae,1925,NA
Hemitriccus.nidipendulus,1831,NA
Hemitriccus.obsoletus,1906,NA
Hemitriccus.orbitatus,1831,NA
Hemitriccus.rufigularis,1873,NA
Hemitriccus.spodiops,1901,NA
Hemitriccus.striaticollis,1853,NA
Hemitriccus.zosterops,1868,NA
Hemixos.castanonotus,1870,NA
Hemixos.flavala,1845,NA
Henicorhina.leucophrys,1844,NA
Henicorhina.leucoptera,1977,NA
Henicorhina.leucosticta,1847,NA
Henicorhina.negreti,2003,NA
Herpetotheres.cachinnans,1758,NA
Herpsilochmus.atricapillus,1868,NA
Herpsilochmus.axillaris,1844,NA
Herpsilochmus.dorsimaculatus,1868,NA
Herpsilochmus.dugandi,1945,NA
Herpsilochmus.gentryi,1998,NA
Herpsilochmus.longirostris,1868,NA
Herpsilochmus.motacilloides,1874,NA
Herpsilochmus.parkeri,1986,NA
Herpsilochmus.pectoralis,1857,NA
Herpsilochmus.pileatus,1823,NA
Herpsilochmus.roraimae,1903,NA
Herpsilochmus.rufimarginatus,1822,NA
Herpsilochmus.sellowi,2000,NA
Herpsilochmus.stictocephalus,1927,NA
Herpsilochmus.sticturus,1885,NA
Heterocercus.aurantiivertex,1880,NA
Heterocercus.flavivertex,1868,NA
Heterocercus.linteatus,1850,NA
Heteroglaux.blewitti,1873,NA
Heteromirafra.archeri,1920,NA
Heteromirafra.ruddi,1908,NA
Heteromirafra.sidamoensis,1975,NA
Heteronetta.atricapilla,1841,NA
Heterophasia.annectens,1847,NA
Heterophasia.capistrata,1831,NA
Heterophasia.desgodinsi,1877,NA
Heterophasia.gracilis,1840,NA
Heterophasia.melanoleuca,1859,NA
Heterophasia.picaoides,1839,NA
Heterophasia.pulchella,1874,NA
Heteroscelus.brevipes,1816,NA
Heteroscelus.incanus,1789,NA
Heterospingus.rubrifrons,1865,NA
Heterospingus.xanthopygius,1855,NA
Hieraaetus.ayresii,1862,NA
Hieraaetus.pennatus,1788,NA
Hieraaetus.spilogaster,1850,NA
Himantopus.himantopus,1758,NA
Himantopus.leucocephalus,1837,NA
Himantopus.mexicanus,1776,NA
Himantornis.haematopus,1855,NA
Hippolais.caligata,1823,NA
Hippolais.icterina,1817,NA
Hippolais.languida,1833,NA
Hippolais.olivetorum,1837,NA
Hippolais.opaca,1850,NA
