species,description_year,extinction_year
Heliosciurus.undulatus,1892,NA
Helogale.hirtula,1904,NA
Helogale.parvula,1847,NA
Hemibelideus.lemuroides,1884,NA
Hemiechinus.auritus,1770,NA
Hemiechinus.collaris,1830,NA
Hemigalus.derbyanus,1837,NA
Hemitragus.jemlahicus,1826,NA
Herpestes.brachyurus,1837,NA
Herpestes.edwardsii,1818,NA
Herpestes.flavescens,1889,NA
Herpestes.fuscus,1838,NA
Herpestes.ichneumon,1758,NA
Herpestes.javanicus,1818,NA
Herpestes.naso,1901,NA
Herpestes.ochraceus,1848,NA
Herpestes.pulverulentus,1839,NA
Herpestes.sanguineus,1835,NA
Herpestes.smithii,1837,NA
Herpestes.urva,1836,NA
Herpestes.vitticollis,1835,NA
Hesperoptenus.blanfordi,1877,NA
Hesperoptenus.doriae,1868,NA
Hesperoptenus.tickelli,1851,NA
Hesperoptenus.tomesi,1905,NA
Heterocephalus.glaber,1842,NA
Heterohyrax.brucei,1868,NA
Heteromys.anomalus,1815,NA
Heteromys.australis,1901,NA
Heteromys.desmarestianus,1868,NA
Heteromys.gaumeri,1897,NA
Heteromys.nelsoni,1902,NA
Heteromys.oasicus,2003,NA
Heteromys.oresterus,1932,NA
Heteromys.teleus,2002,NA
Hippocamelus.antisensis,1834,NA
Hippocamelus.bisulcus,1782,NA
Hippopotamus.amphibius,1758,NA
Hipposideros.abae,1917,NA
Hipposideros.armiger,1835,NA
Hipposideros.ater,1848,NA
Hipposideros.beatus,1906,NA
Hipposideros.bicolor,1834,NA
Hipposideros.caffer,1846,NA
Hipposideros.calcaratus,1877,NA
Hipposideros.camerunensis,1956,NA
Hipposideros.cervinus,1863,NA
Hipposideros.cineraceus,1853,NA
Hipposideros.curtus,1921,NA
Hipposideros.cyclops,1853,NA
Hipposideros.diadema,1813,NA
Hipposideros.doriae,1871,NA
Hipposideros.durgadasi,1970,NA
Hipposideros.dyacorum,1902,NA
Hipposideros.fuliginosus,1853,NA
Hipposideros.fulvus,1838,NA
Hipposideros.galeritus,1846,NA
Hipposideros.gigas,1845,NA
Hipposideros.grandis,1936,NA
Hipposideros.halophyllus,1984,NA
Hipposideros.hypophyllus,1994,NA
Hipposideros.inornatus,1970,NA
Hipposideros.jonesi,1947,NA
Hipposideros.khaokhouayensis,2006,NA
Hipposideros.lamottei,1985,NA
Hipposideros.lankadiva,1850,NA
Hipposideros.larvatus,1823,NA
Hipposideros.lekaguli,1974,NA
Hipposideros.lylei,1913,NA
Hipposideros.marisae,1954,NA
Hipposideros.megalotis,1862,NA
Hipposideros.nequam,1918,NA
Hipposideros.orbiculus,1999,NA
Hipposideros.papua,1886,NA
Hipposideros.pomona,1918,NA
Hipposideros.pratti,1891,NA
Hipposideros.ridleyi,1911,NA
Hipposideros.rotalis,1999,NA
Hipposideros.ruber,1893,NA
Hipposideros.scutinares,2003,NA
Hipposideros.semoni,1903,NA
Hipposideros.speoris,1800,NA
Hipposideros.stenotis,1913,NA
Hipposideros.turpis,1901,NA
Hipposideros.vittatus,1852,NA
Hipposideros.wollastoni,1913,NA
Hippotragus.equinus,1803,NA
Hippotragus.niger,1838,NA
Histiotus.alienus,1916,NA
Histiotus.humboldti,1996,NA
Histiotus.laephotis,1916,NA
Histiotus.macrotus,1835,NA
Histiotus.magellanicus,1866,NA
Histiotus.montanus,1861,NA
Histiotus.velatus,1824,NA
Hodomys.alleni,1892,NA
Holochilus.brasiliensis,1819,NA
Holochilus.chacarius,1906,NA
Holochilus.sciureus,1842,NA
Hoolock.hoolock,1834,NA
Hoolock.leuconedys,1967,NA
Hoplomys.gymnurus,1897,NA
Hyaena.brunnea,1820,NA
Hyaena.hyaena,1758,NA
Hybomys.badius,1936,NA
Hybomys.lunaris,1906,NA
Hybomys.planifrons,1900,NA
Hybomys.trivirgatus,1853,NA
Hybomys.univittatus,1876,NA
Hydrochoerus.hydrochaeris,1766,NA
Hydrochoerus.isthmius,1912,NA
Hydromys.chrysogaster,1804,NA
Hydropotes.inermis,1870,NA
Hydrurga.leptonyx,1820,NA
Hyemoschus.aquaticus,1841,NA
Hyladelphys.kalinowskii,1992,NA
Hylaeamys.acritus,2005,NA
Hylaeamys.laticeps,1840,NA
Hylaeamys.megacephalus,1814,NA
Hylaeamys.oniscus,1904,NA
Hylaeamys.perenensis,1901,NA
Hylaeamys.tatei,1998,NA
Hylaeamys.yunganus,1902,NA
Hylobates.agilis,1821,NA
Hylobates.lar,1771,NA
Hylobates.pileatus,1861,NA
Hylochoerus.meinertzhageni,1904,NA
Hylomys.megalotis,2002,NA
Hylomys.suillus,1840,NA
Hylomyscus.aeta,1911,NA
Hylomyscus.alleni,1838,NA
Hylomyscus.baeri,1965,NA
Hylomyscus.carillus,1904,NA
Hylomyscus.denniae,1906,NA
Hylomyscus.grandis,1969,NA
Hylomyscus.parvus,1965,NA
Hylomyscus.stella,1911,NA
Hylonycteris.underwoodi,1903,NA
Hylopetes.alboniger,1836,NA
Hylopetes.phayrei,1859,NA
Hylopetes.platyurus,1890,NA
Hylopetes.spadiceus,1847,NA
Hyperacrius.fertilis,1894,NA
Hyperacrius.wynnei,1881,NA
Hyperoodon.ampullatus,1770,NA
Hyperoodon.planifrons,1882,NA
Hypsignathus.monstrosus,1861,NA
Hypsiprymnodon.moschatus,1876,NA
Hystrix.africaeaustralis,1852,NA
Hystrix.brachyura,1758,NA
Hystrix.cristata,1758,NA
Hystrix.indica,1792,NA
Ia.io,1902,NA
Ichneumia.albicauda,1829,NA
Ichthyomys.hydrobates,1891,NA
Ichthyomys.pittieri,1963,NA
Ichthyomys.stolzmanni,1893,NA
Ichthyomys.tweedii,1921,NA
Ictonyx.libyca,1833,NA
Ictonyx.striatus,1810,NA
Idionycteris.phyllotis,1916,NA
Idiurus.macrotis,1898,NA
Idiurus.zenkeri,1894,NA
Indopacetus.pacificus,1926,NA
Inia.geoffrensis,1817,NA
Iomys.horsfieldii,1838,NA
Irenomys.tarsalis,1900,NA
Isoodon.auratus,1887,NA
Isoodon.macrourus,1842,NA
Isoodon.obesulus,1797,NA
Isothrix.bistriata,1845,NA
Isothrix.negrensis,1920,NA
Isothrix.pagurus,1845,NA
Isothrix.sinnamariensis,1996,NA
Isthmomys.flavidus,1902,NA
Isthmomys.pirrensis,1912,NA
Jaculus.blanfordi,1884,NA
Jaculus.jaculus,1758,NA
Jaculus.orientalis,1777,NA
Juliomys.pictipes,1933,NA
Juliomys.rimofrons,2002,NA
Juscelinomys.guaporensis,1999,NA
Juscelinomys.huanchacae,1999,NA
Kannabateomys.amblyonyx,1845,NA
Kerivoula.africana,1878,NA
Kerivoula.argentata,1861,NA
Kerivoula.cuprosa,1912,NA
Kerivoula.eriophora,1877,NA
Kerivoula.flora,1914,NA
Kerivoula.hardwickii,1824,NA
Kerivoula.intermedia,1984,NA
Kerivoula.kachinensis,2004,NA
Kerivoula.krauensis,2007,NA
Kerivoula.lanosa,1847,NA
Kerivoula.lenis,1916,NA
Kerivoula.minuta,1898,NA
Kerivoula.muscina,1941,NA
Kerivoula.papillosa,1840,NA
Kerivoula.pellucida,1845,NA
Kerivoula.phalaena,1912,NA
Kerivoula.picta,1767,NA
Kerivoula.smithii,1880,NA
Kerivoula.titania,2007,NA
Kerivoula.whiteheadi,1894,NA
Kerodon.acrobata,1997,NA
Kerodon.rupestris,1825,NA
Kobus.ellipsiprymnus,1833,NA
Kobus.kob,1777,NA
Kobus.leche,1850,NA
Kobus.megaceros,1855,NA
Kobus.vardonii,1857,NA
Kogia.breviceps,1838,NA
Kogia.sima,1866,NA
Kunsia.fronto,1887,NA
Kunsia.tomentosus,1830,NA
Laephotis.angolensis,1935,NA
Laephotis.botswanae,1971,NA
Laephotis.namibensis,1971,NA
Laephotis.wintoni,1901,NA
Lagenodelphis.hosei,1956,NA
Lagenorhynchus.acutus,1828,NA
Lagenorhynchus.albirostris,1846,NA
Lagenorhynchus.australis,1848,NA
Lagenorhynchus.cruciger,1824,NA
Lagenorhynchus.obliquidens,1865,NA
Lagenorhynchus.obscurus,1828,NA
Lagidium.peruanum,1833,NA
Lagidium.viscacia,1782,NA
Lagidium.wolffsohni,1907,NA
Lagorchestes.conspicillatus,1842,NA
Lagostomus.maximus,1817,NA
Lagothrix.cana,1812,NA
Lagothrix.lagotricha,1812,NA
Lagothrix.lugens,1907,NA
Lagothrix.poeppigii,1844,NA
Lagurus.lagurus,1773,NA
Lama.guanicoe,1776,NA
Lamottemys.okuensis,1986,NA
Lampronycteris.brachyotis,1879,NA
Laonastes.aenigmamus,2005,NA
Lariscus.insignis,1821,NA
Lasionycteris.noctivagans,1831,NA
Lasiopodomys.brandtii,1861,NA
Lasiopodomys.fuscus,1889,NA
Lasiopodomys.mandarinus,1871,NA
Lasiorhinus.krefftii,1873,NA
Lasiorhinus.latifrons,1845,NA
Lasiurus.atratus,1996,NA
Lasiurus.blossevillii,1826,NA
Lasiurus.borealis,1776,NA
Lasiurus.castaneus,1960,NA
Lasiurus.cinereus,1796,NA
Lasiurus.ebenus,1994,NA
Lasiurus.ega,1856,NA
Lasiurus.egregius,1870,NA
Lasiurus.intermedius,1862,NA
Lasiurus.seminolus,1895,NA
Lasiurus.varius,1835,NA
Lasiurus.xanthinus,1897,NA
Latidens.salimalii,1972,NA
Lavia.frons,1810,NA
Leggadina.forresti,1906,NA
Leggadina.lakedownensis,1976,NA
Leimacomys.buettneri,1893,NA
Lemmiscus.curtatus,1868,NA
Lemmus.amurensis,1924,NA
Lemmus.lemmus,1758,NA
Lemmus.portenkoi,1967,NA
Lemmus.sibiricus,1792,NA
Lemmus.trimucronatus,1792,NA
Lemniscomys.barbarus,1766,NA
Lemniscomys.bellieri,1975,NA
Lemniscomys.griselda,1904,NA
Lemniscomys.hoogstraali,1991,NA
Lemniscomys.linulus,1910,NA
Lemniscomys.macculus,1910,NA
Lemniscomys.mittendorfi,1968,NA
Lemniscomys.rosalia,1904,NA
Lemniscomys.roseveari,1980,NA
Lemniscomys.striatus,1758,NA
Lemniscomys.zebra,1864,NA
Lenothrix.canus,1903,NA
Lenoxus.apicalis,1900,NA
Leontopithecus.caissara,1990,NA
Leontopithecus.chrysomelas,1820,NA
Leontopithecus.chrysopygus,1823,NA
Leontopithecus.rosalia,1766,NA
Leopardus.colocolo,1782,NA
Leopardus.geoffroyi,1844,NA
Leopardus.guigna,1782,NA
Leopardus.jacobita,1865,NA
Leopardus.pardalis,1758,NA
Leopardus.tigrinus,1775,NA
Leopardus.wiedii,1821,NA
Leopoldamys.ciliatus,1900,NA
Leopoldamys.edwardsi,1882,NA
Leopoldamys.milleti,1922,NA
Leopoldamys.neilli,1976,NA
Leopoldamys.sabanus,1887,NA
Leporillus.conditor,1848,NA
Leptailurus.serval,1776,NA
Leptonychotes.weddellii,1826,NA
Leptonycteris.curasoae,1900,NA
Leptonycteris.nivalis,1860,NA
Leptonycteris.yerbabuenae,1940,NA
Lepus.alleni,1890,NA
Lepus.americanus,1777,NA
Lepus.arcticus,1819,NA
Lepus.brachyurus,1845,NA
Lepus.californicus,1837,NA
Lepus.callotis,1830,NA
Lepus.capensis,1758,NA
Lepus.castroviejoi,1977,NA
Lepus.comus,1927,NA
Lepus.coreanus,1892,NA
Lepus.corsicanus,1898,NA
Lepus.europaeus,1778,NA
Lepus.fagani,1903,NA
Lepus.flavigularis,1844,NA
Lepus.granatensis,1856,NA
Lepus.habessinicus,1832,NA
Lepus.mandshuricus,1861,NA
Lepus.microtis,1865,NA
Lepus.nigricollis,1823,NA
Lepus.oiostolus,1840,NA
Lepus.othus,1900,NA
Lepus.peguensis,1855,NA
Lepus.saxatilis,1823,NA
Lepus.sinensis,1832,NA
Lepus.starcki,1963,NA
Lepus.tibetanus,1841,NA
Lepus.timidus,1758,NA
Lepus.tolai,1778,NA
Lepus.townsendii,1839,NA
Lepus.yarkandensis,1875,NA
Lestodelphys.halli,1921,NA
Lestoros.inca,1917,NA
Liberiictis.kuhni,1958,NA
Lichonycteris.obscura,1895,NA
Liomys.adspersus,1874,NA
Liomys.irroratus,1868,NA
Liomys.pictus,1893,NA
Liomys.salvini,1893,NA
Liomys.spectabilis,1971,NA
Lionycteris.spurrelli,1913,NA
Lipotes.vexillifer,1918,NA
Lissodelphis.borealis,1848,NA
Lissodelphis.peronii,1804,NA
Lissonycteris.angolensis,1898,NA
Litocranius.walleri,1879,NA
Lobodon.carcinophaga,1842,NA
Lonchophylla.bokermanni,1978,NA
Lonchophylla.chocoana,2004,NA
Lonchophylla.concava,1914,NA
Lonchophylla.dekeyseri,1983,NA
Lonchophylla.handleyi,1980,NA
Lonchophylla.hesperia,1908,NA
Lonchophylla.mordax,1903,NA
Lonchophylla.orcesi,2005,NA
Lonchophylla.robusta,1912,NA
Lonchophylla.thomasi,1904,NA
Lonchorhina.aurita,1863,NA
Lonchorhina.fernandezi,1982,NA
Lonchorhina.inusitata,1997,NA
Lonchorhina.marinkellei,1978,NA
Lonchorhina.orinocensis,1971,NA
Lonchothrix.emiliae,1920,NA
Lontra.canadensis,1777,NA
Lontra.felina,1782,NA
Lontra.longicaudis,1818,NA
Lontra.provocax,1908,NA
Lophiomys.imhausi,1867,NA
Lophocebus.albigena,1850,NA
Lophocebus.aterrimus,1890,NA
Lophostoma.aequatorialis,2004,NA
Lophostoma.brasiliense,1866,NA
Lophostoma.carrikeri,1910,NA
Lophostoma.evotis,1978,NA
Lophostoma.schulzi,1980,NA
Lophostoma.silvicolum,1836,NA
Lophostoma.yasuni,2004,NA
Lophuromys.brevicaudus,1936,NA
Lophuromys.chrysopus,1936,NA
Lophuromys.cinereus,1974,NA
Lophuromys.dieterleni,1997,NA
Lophuromys.eisentrauti,1978,NA
Lophuromys.flavopunctatus,1888,NA
Lophuromys.huttereri,1996,NA
Lophuromys.luteogaster,1934,NA
Lophuromys.medicaudatus,1975,NA
Lophuromys.melanonyx,1972,NA
Lophuromys.nudicaudus,1911,NA
Lophuromys.rahmi,1964,NA
Lophuromys.roseveari,1997,NA
Lophuromys.sikapusi,1853,NA
Lophuromys.woosnami,1906,NA
Loris.lydekkerianus,1908,NA
Loxodonta.africana,1797,NA
Loxodontomys.micropus,1837,NA
Loxodontomys.pikumche,1998,NA
Lundomys.molitor,1887,NA
Lutra.lutra,1758,NA
Lutra.maculicollis,1835,NA
Lutra.sumatrana,1865,NA
Lutreolina.crassicaudata,1804,NA
Lutrogale.perspicillata,1826,NA
Lycaon.pictus,1820,NA
Lyncodon.patagonicus,1842,NA
Lynx.canadensis,1792,NA
Lynx.lynx,1758,NA
Lynx.pardinus,1827,NA
Lynx.rufus,1777,NA
Macaca.arctoides,1831,NA
Macaca.assamensis,1840,NA
Macaca.fascicularis,1821,NA
Macaca.leonina,1863,NA
Macaca.mulatta,1780,NA
Macaca.munzala,2005,NA
Macaca.nemestrina,1766,NA
Macaca.radiata,1812,NA
Macaca.silenus,1758,NA
Macaca.sylvanus,1758,NA
Macaca.thibetana,1870,NA
Macroderma.gigas,1880,NA
Macroglossus.minimus,1810,NA
Macroglossus.sobrinus,1911,NA
Macrophyllum.macrophyllum,1821,NA
Macropus.agilis,1842,NA
Macropus.antilopinus,1842,NA
Macropus.bernardus,1904,NA
Macropus.dorsalis,1837,NA
Macropus.eugenii,1817,NA
Macropus.fuliginosus,1817,NA
Macropus.giganteus,1790,NA
Macropus.irma,1837,NA
Macropus.parma,1845,NA
Macropus.parryi,1835,NA
Macropus.robustus,1841,NA
Macropus.rufogriseus,1817,NA
Macropus.rufus,1822,NA
Macroscelides.proboscideus,1800,NA
Macrotis.lagotis,1837,NA
Macrotus.californicus,1858,NA
Macrotus.waterhousii,1843,NA
Madoqua.guentheri,1894,NA
Madoqua.kirkii,1880,NA
Madoqua.piacentinii,1911,NA
Madoqua.saltiana,1816,NA
Madromys.blanfordi,1881,NA
Makalata.didelphoides,1817,NA
Makalata.macrura,1842,NA
Makalata.rhipidura,1928,NA
Malacomys.cansdalei,1958,NA
Malacomys.edwardsi,1885,NA
Malacomys.longipes,1877,NA
Malacothrix.typica,1834,NA
Mandrillus.leucophaeus,1807,NA
Mandrillus.sphinx,1758,NA
Manis.crassicaudata,1803,NA
Manis.culionensis,1915,NA
Manis.javanica,1822,NA
Manis.pentadactyla,1758,NA
Marmosa.alstoni,1900,NA
Marmosa.andersoni,1972,NA
Marmosa.constantiae,1904,NA
Marmosa.demerarae,1905,NA
Marmosa.lepida,1888,NA
Marmosa.mexicana,1897,NA
Marmosa.murina,1758,NA
Marmosa.paraguayanus,1931,NA
Marmosa.phaeus,1899,NA
Marmosa.quichua,1899,NA
Marmosa.regina,1898,NA
Marmosa.robinsoni,1898,NA
Marmosa.rubra,1931,NA
Marmosa.tyleriana,1931,NA
Marmosa.xerophila,1979,NA
Marmosops.bishopi,1981,NA
Marmosops.cracens,1979,NA
Marmosops.creightoni,2004,NA
Marmosops.fuscatus,1896,NA
Marmosops.handleyi,1981,NA
Marmosops.impavidus,1845,NA
Marmosops.incanus,1840,NA
Marmosops.invictus,1912,NA
Marmosops.juninensis,1931,NA
Marmosops.neblina,1990,NA
Marmosops.noctivagus,1844,NA
Marmosops.ocellatus,1931,NA
Marmosops.parvidens,1931,NA
Marmosops.paulensis,1931,NA
Marmosops.pinheiroi,1981,NA
Marmota.baibacina,1899,NA
Marmota.bobak,1776,NA
Marmota.broweri,1934,NA
Marmota.caligata,1829,NA
Marmota.camtschatica,1811,NA
Marmota.caudata,1844,NA
Marmota.flaviventris,1841,NA
Marmota.himalayana,1841,NA
Marmota.marmota,1758,NA
Marmota.menzbieri,1925,NA
Marmota.monax,1758,NA
Marmota.olympus,1898,NA
Marmota.sibirica,1862,NA
Marmota.vancouverensis,1911,NA
Martes.americana,1806,NA
Martes.flavigula,1785,NA
Martes.foina,1777,NA
Martes.gwatkinsii,1851,NA
Martes.martes,1758,NA
Martes.melampus,1840,NA
Martes.pennanti,1777,NA
Martes.zibellina,1758,NA
Massoutiera.mzabi,1881,NA
Mastacomys.fuscus,1882,NA
Mastomys.awashensis,1998,NA
Mastomys.coucha,1834,NA
Mastomys.erythroleucus,1853,NA
Mastomys.huberti,1909,NA
Mastomys.kollmannspergeri,1957,NA
Mastomys.natalensis,1834,NA
Mastomys.pernanus,1921,NA
Mastomys.shortridgei,1933,NA
Maxomys.inas,1906,NA
Maxomys.moi,1922,NA
Maxomys.rajah,1894,NA
Maxomys.surifer,1900,NA
Maxomys.whiteheadi,1894,NA
Mazama.americana,1777,NA
Mazama.bororo,1996,NA
Mazama.bricenii,1908,NA
Mazama.chunyi,1959,NA
Mazama.gouazoubira,1814,NA
Mazama.nana,1872,NA
Mazama.nemorivaga,1817,NA
Mazama.pandora,1901,NA
Mazama.rufina,1851,NA
Mazama.temama,1792,NA
Megadendromus.nikolausi,1978,NA
Megaderma.lyra,1810,NA
Megaderma.spasma,1758,NA
Megadontomys.cryophilus,1964,NA
Megadontomys.nelsoni,1898,NA
Megadontomys.thomasi,1898,NA
Megaerops.ecaudatus,1837,NA
Megaerops.niphanae,1983,NA
Megaerops.wetmorei,1934,NA
Megaloglossus.woermanni,1885,NA
Megaptera.novaeangliae,1781,NA
Megasorex.gigas,1897,NA
Melanomys.caliginosus,1860,NA
Melanomys.robustulus,1914,NA
Melanomys.zunigae,1949,NA
Meles.leucurus,1847,NA
Meles.meles,1758,NA
Mellivora.capensis,1776,NA
Melogale.moschata,1831,NA
Melogale.orientalis,1821,NA
Melogale.personata,1831,NA
Melomys.burtoni,1887,NA
Melomys.capensis,1951,NA
Melomys.cervinipes,1852,NA
Melonycteris.fardoulisi,1993,NA
Melursus.ursinus,1791,NA
Menetes.berdmorei,1849,NA
Mephitis.macroura,1832,NA
Mephitis.mephitis,1776,NA
Meriones.arimalius,1924,NA
Meriones.chengi,1964,NA
Meriones.crassus,1842,NA
Meriones.dahli,1962,NA
Meriones.grandis,1907,NA
Meriones.hurrianae,1867,NA
Meriones.libycus,1823,NA
Meriones.meridianus,1773,NA
Meriones.persicus,1875,NA
Meriones.rex,1895,NA
Meriones.sacramenti,1922,NA
Meriones.shawi,1842,NA
Meriones.tamariscinus,1773,NA
Meriones.tristrami,1892,NA
Meriones.unguiculatus,1867,NA
Meriones.vinogradovi,1931,NA
Meriones.zarudnyi,1937,NA
Mesechinus.dauuricus,1842,NA
Mesechinus.hughi,1908,NA
Mesembriomys.gouldii,1843,NA
Mesembriomys.macrurus,1876,NA
Mesocapromys.angelcabrerai,1979,NA
Mesocapromys.sanfelipensis,1970,NA
Mesocricetus.auratus,1839,NA
Mesocricetus.brandti,1898,NA
Mesocricetus.newtoni,1898,NA
Mesocricetus.raddei,1894,NA
Mesomys.hispidus,1817,NA
Mesomys.leniceps,1926,NA
Mesomys.occultus,2000,NA
Mesomys.stimulax,1911,NA
Mesophylla.macconnelli,1901,NA
Mesoplodon.bidens,1804,NA
Mesoplodon.bowdoini,1908,NA
Mesoplodon.carlhubbsi,1963,NA
Mesoplodon.densirostris,1817,NA
Mesoplodon.europaeus,1855,NA
Mesoplodon.ginkgodens,1958,NA
Mesoplodon.grayi,1876,NA
Mesoplodon.hectori,1871,NA
Mesoplodon.layardii,1865,NA
Mesoplodon.mirus,1913,NA
Mesoplodon.perrini,2002,NA
Mesoplodon.peruvianus,1991,NA
Mesoplodon.stejnegeri,1885,NA
Mesoplodon.traversii,1874,NA
Metachirus.nudicaudatus,1803,NA
Mico.acariensis,2000,NA
Mico.argentatus,1766,NA
Mico.chrysoleucus,1842,NA
Mico.emiliae,1920,NA
Mico.humeralifer,1812,NA
Mico.intermedius,1977,NA
Mico.leucippe,1922,NA
Mico.manicorensis,2000,NA
Mico.marcai,1993,NA
Mico.mauesi,1992,NA
Mico.melanurus,1812,NA
Mico.nigriceps,1992,NA
Mico.rondoni,2010,NA
Mico.saterei,1998,NA
Microakodontomys.transitorius,1993,NA
Microcavia.australis,1833,NA
Microcavia.niata,1898,NA
Microcavia.shiptoni,1925,NA
Microdillus.peeli,1898,NA
Microdipodops.megacephalus,1891,NA
Microdipodops.pallidus,1901,NA
Microgale.jenkinsae,2004,NA
Micromys.minutus,1771,NA
Micronycteris.brosseti,1998,NA
Micronycteris.hirsuta,1869,NA
Micronycteris.matses,2002,NA
Micronycteris.megalotis,1842,NA
Micronycteris.microtis,1898,NA
Micronycteris.minuta,1856,NA
Micronycteris.sanborni,1996,NA
Micronycteris.schmidtorum,1935,NA
Microperoryctes.aplini,2004,NA
Micropotamogale.lamottei,1954,NA
Micropotamogale.ruwenzorii,1955,NA
Micropteropus.intermedius,1963,NA
Micropteropus.pusillus,1867,NA
Microryzomys.altissimus,1933,NA
Microryzomys.minutus,1860,NA
Microsciurus.alfari,1895,NA
Microsciurus.flaviventer,1867,NA
Microsciurus.mimulus,1898,NA
Microsciurus.santanderensis,1957,NA
Microtus.abbreviatus,1899,NA
Microtus.agrestis,1761,NA
Microtus.anatolicus,2002,NA
Microtus.arvalis,1778,NA
Microtus.bavaricus,1962,NA
Microtus.brachycercus,1961,NA
Microtus.breweri,1858,NA
Microtus.cabrerae,1906,NA
Microtus.californicus,1848,NA
Microtus.canicaudus,1897,NA
Microtus.chrotorrhinus,1894,NA
Microtus.clarkei,1923,NA
Microtus.daghestanicus,1919,NA
Microtus.dogramacii,1999,NA
Microtus.duodecimcostatus,1839,NA
Microtus.evoronensis,1980,NA
Microtus.felteni,1963,NA
Microtus.fortis,1889,NA
Microtus.gerbei,1879,NA
Microtus.gregalis,1779,NA
Microtus.guatemalensis,1898,NA
Microtus.guentheri,1880,NA
Microtus.hyperboreus,1934,NA
Microtus.ilaeus,1912,NA
Microtus.irani,1921,NA
Microtus.kikuchii,1920,NA
Microtus.levis,1908,NA
Microtus.liechtensteini,1927,NA
Microtus.limnophilus,1889,NA
Microtus.longicaudus,1888,NA
Microtus.lusitanicus,1879,NA
Microtus.majori,1906,NA
Microtus.maximowiczii,1859,NA
Microtus.mexicanus,1861,NA
Microtus.middendorffii,1881,NA
Microtus.miurus,1901,NA
Microtus.mongolicus,1861,NA
Microtus.montanus,1848,NA
Microtus.montebelli,1872,NA
Microtus.mujanensis,1978,NA
Microtus.multiplex,1905,NA
Microtus.nasarovi,1938,NA
Microtus.oaxacensis,1966,NA
Microtus.ochrogaster,1842,NA
Microtus.oeconomus,1776,NA
Microtus.oregoni,1839,NA
Microtus.paradoxus,1928,NA
Microtus.pennsylvanicus,1815,NA
Microtus.pinetorum,1830,NA
Microtus.qazvinensis,2003,NA
Microtus.quasiater,1874,NA
Microtus.richardsoni,1842,NA
Microtus.sachalinensis,1955,NA
Microtus.savii,1838,NA
Microtus.schelkovnikovi,1907,NA
Microtus.schidlovskii,1933,NA
Microtus.socialis,1773,NA
Microtus.subterraneus,1836,NA
Microtus.tatricus,1952,NA
Microtus.thomasi,1903,NA
Microtus.townsendii,1839,NA
Microtus.transcaspicus,1905,NA
Microtus.umbrosus,1898,NA
Microtus.xanthognathus,1815,NA
Millardia.gleadowi,1886,NA
Millardia.kathleenae,1914,NA
Millardia.kondana,1975,NA
Millardia.meltada,1837,NA
Mimetillus.moloneyi,1891,NA
Mimon.bennettii,1838,NA
Mimon.cozumelae,1914,NA
Mimon.crenulatum,1810,NA
Mimon.koepckeae,1972,NA
Mindomys.hammondi,1913,NA
Miniopterus.australis,1858,NA
Miniopterus.fraterculus,1906,NA
Miniopterus.fuliginosus,1835,NA
Miniopterus.griveaudi,1959,NA
Miniopterus.inflatus,1903,NA
Miniopterus.magnater,1931,NA
Miniopterus.medius,1909,NA
Miniopterus.minor,1866,NA
Miniopterus.natalensis,1834,NA
Miniopterus.newtoni,1889,NA
Miniopterus.oceanensis,1982,NA
Miniopterus.pusillus,1876,NA
Miniopterus.schreibersii,1817,NA
Miopithecus.ogouensis,1997,NA
Miopithecus.talapoin,1774,NA
Mirimiri.acrodonta,1978,NA
Mirounga.angustirostris,1866,NA
Mirounga.leonina,1758,NA
Mogera.etigo,1991,NA
Mogera.imaizumii,1957,NA
Mogera.insularis,1863,NA
Mogera.robusta,1891,NA
Mogera.wogura,1842,NA
Molossops.aequatorianus,1917,NA
Molossops.mattogrossensis,1942,NA
Molossops.neglectus,1980,NA
Molossops.temminckii,1854,NA
Molossus.aztecus,1860,NA
Molossus.barnesi,1905,NA
Molossus.coibensis,1904,NA
Molossus.currentium,1901,NA
Molossus.molossus,1766,NA
Molossus.pretiosus,1902,NA
Molossus.rufus,1805,NA
Molossus.sinaloae,1906,NA
Monachus.monachus,1779,NA
Monachus.schauinslandi,1905,NA
Monodelphis.adusta,1897,NA
Monodelphis.americana,1776,NA
Monodelphis.brevicaudata,1777,NA
Monodelphis.dimidiata,1847,NA
Monodelphis.dimidiata,1847,NA
Monodelphis.domestica,1842,NA
Monodelphis.emiliae,1912,NA
Monodelphis.glirina,1842,NA
Monodelphis.iheringi,1888,NA
Monodelphis.kunsi,1975,NA
Monodelphis.osgoodi,1938,NA
Monodelphis.palliolata,1914,NA
Monodelphis.reigi,2004,NA
Monodelphis.ronaldi,2004,NA
Monodelphis.rubida,1899,NA
Monodelphis.scalops,1888,NA
Monodelphis.theresa,1921,NA
Monodelphis.umbristriata,1936,NA
Monodelphis.unistriata,1842,NA
Monodon.monoceros,1758,NA
Monophyllus.plethodon,1900,NA
Mormoops.megalophylla,1864,NA
Mormopterus.acetabulosus,1804,NA
Mormopterus.beccarii,1881,NA
Mormopterus.kalinowskii,1893,NA
Mormopterus.loriae,1897,NA
Mormopterus.norfolkensis,1839,NA
Mormopterus.phrudus,1956,NA
Mormopterus.planiceps,1866,NA
Moschiola.indica,1852,NA
Moschiola.kathygre,2005,NA
Moschiola.meminna,1777,NA
Moschus.anhuiensis,1982,NA
Moschus.berezovskii,1929,NA
Moschus.chrysogaster,1839,NA
Moschus.cupreus,1982,NA
